NatRegion,Cat2,Year_5,color1,color2,prop1,prop2
Americas,Lyrical Abstraction,1965,#902f1c,#ece6db,0.26666666666666666,0.26613333333333333
Americas,Lyrical Abstraction,1990,#ece6db,#336080,0.2928727272727273,0.14727272727272728
Americas,Lyrical Abstraction,1960,#ece6db,#336080,0.4639333333333333,0.3035
Americas,Lyrical Abstraction,1955,#d8b461,#ca7427,0.3939,0.2375
Americas,Realism,1840,#dadacc,#a1895c,0.4755,0.158
Americas,Realism,1845,#855933,#a1895c,0.3272,0.2715
Americas,Realism,1835,#dadacc,#a1895c,0.2939,0.17136666666666667
Americas,Realism,1830,#bfaf84,#a1895c,0.33686666666666665,0.2666
Americas,Realism,1850,#627375,#855933,0.3655,0.3442
Americas,Realism,1860,#201714,#4e3b2e,0.34405,0.3148
Americas,Realism,1855,#201714,#4e3b2e,0.3711,0.2802
Americas,Realism,1870,#93a0a4,#201714,0.17943333333333333,0.17893333333333333
Americas,Realism,1875,#627375,#93a0a4,0.356,0.2617
Americas,Realism,1865,#201714,#dadacc,0.4046,0.22
Americas,Neoclassicism,1820,#715c44,#52402f,0.2057,0.19036666666666666
Americas,Neoclassicism,1790,#3a251a,#1b1614,0.2707,0.2442
Americas,Neoclassicism,1780,#715c44,#1b1614,0.1871,0.1563
Americas,Neoclassicism,1785,#52402f,#715c44,0.2697,0.2436
Americas,Neoclassicism,1765,#3a251a,#1b1614,0.4697,0.3669
Americas,Neoclassicism,1770,#1b1614,#3a251a,0.54525,0.1932
Americas,Neoclassicism,1775,#1b1614,#3a251a,0.2532,0.198
Americas,Neoclassicism,1815,#1b1614,#3a251a,0.4553,0.2811
Americas,Neoclassicism,1920,#d8985b,#715c44,0.3729,0.166
Americas,Romanticism,1785,#735b3f,#5a412c,0.1947,0.18925
Americas,Romanticism,1800,#5a412c,#382922,0.302,0.2715
Americas,Romanticism,1780,#1b1411,#382922,0.3181,0.1558
Americas,Romanticism,1830,#382922,#1b1411,0.253,0.1886
Americas,Post-Impressionism,1905,#abadac,#565e65,0.2458,0.2408
Americas,Post-Impressionism,1910,#abadac,#898c91,0.23536666666666667,0.21606666666666666
Americas,Post-Impressionism,1915,#887752,#694c32,0.2057142857142857,0.17697142857142859
Americas,Art Informel,1960,#564c47,#998e8e,0.2417,0.2412
Americas,Art Informel,1965,#412f20,#564c47,0.2328,0.196
Europe,Post-Impressionism,1905,#49463a,#989d9c,0.2088142857142857,0.15948928571428572
Europe,Post-Impressionism,1895,#49463a,#251f1b,0.2058470588235294,0.2045764705882353
Europe,Post-Impressionism,1910,#49463a,#667273,0.16718048780487804,0.15823170731707317
Europe,Post-Impressionism,1915,#49463a,#835935,0.17582758620689656,0.14108275862068967
Europe,Post-Impressionism,1900,#49463a,#989d9c,0.16090869565217392,0.13225217391304347
Europe,Post-Impressionism,1890,#49463a,#251f1b,0.2077027027027027,0.1573054054054054
Europe,Post-Impressionism,1885,#989d9c,#d8d8d2,0.1899,0.18603333333333333
Europe,Cubism,1920,#8d897f,#4b3f33,0.14047560975609757,0.1361829268292683
Europe,Cubism,1925,#4b3f33,#211c19,0.21210666666666667,0.16139333333333333
Europe,Cubism,1910,#4b3f33,#8d897f,0.17859354838709676,0.17555483870967742
Europe,Cubism,1915,#4b3f33,#bfb4a3,0.173326,0.138588
Europe,Cubism,1900,#9c5430,#d19653,0.243,0.2224
Europe,Cubism,1905,#4b3f33,#d19653,0.23425,0.200925
Europe,Cubism,1930,#211c19,#9c5430,0.2266,0.2233
Europe,Romanticism,1830,#362b23,#594736,0.1954,0.1906
Europe,Romanticism,1815,#362b23,#594736,0.242305,0.184395
Europe,Romanticism,1805,#362b23,#594736,0.253675,0.195075
Europe,Romanticism,1810,#362b23,#594736,0.22656428571428572,0.1654142857142857
Europe,Romanticism,1820,#362b23,#16110f,0.2308125,0.19084166666666666
Europe,Romanticism,1800,#594736,#7a6950,0.22129333333333334,0.1965
Europe,Romanticism,1785,#16110f,#362b23,0.3294125,0.177975
Europe,Romanticism,1825,#16110f,#362b23,0.1620103448275862,0.1595758620689655
Europe,Romanticism,1775,#362b23,#594736,0.24676,0.21314
Europe,Romanticism,1770,#16110f,#362b23,0.3352,0.268
Europe,Romanticism,1790,#362b23,#594736,0.4041666666666667,0.1891
Europe,Romanticism,1780,#948c79,#7a6950,0.21943333333333334,0.16396666666666668
Europe,Romanticism,1795,#362b23,#594736,0.29796666666666666,0.17815
Europe,Romanticism,1760,#7a6950,#16110f,0.43675,0.177
Europe,Romanticism,1765,#7a6950,#16110f,0.26875,0.22405
Europe,Realism,1865,#1e1814,#3e3123,0.202244,0.190456
Europe,Realism,1870,#3e3123,#1e1814,0.1808469387755102,0.17173877551020408
Europe,Realism,1855,#3e3123,#614c33,0.18004666666666666,0.17738666666666666
Europe,Realism,1860,#1e1814,#3e3123,0.25845,0.2317857142857143
Europe,Realism,1850,#3e3123,#1e1814,0.21417142857142857,0.17197142857142858
Europe,Realism,1835,#c3ba9d,#614c33,0.19835,0.14771
Europe,Realism,1830,#dbded4,#3e3123,0.37668,0.12754
Europe,Realism,1845,#3e3123,#1e1814,0.24095714285714287,0.22001428571428572
Europe,Realism,1825,#3e3123,#614c33,0.1663,0.15702
Europe,Realism,1875,#3e3123,#c3ba9d,0.18155384615384615,0.1783076923076923
Europe,Realism,1840,#c3ba9d,#3e3123,0.1851,0.13483333333333333
Europe,Realism,1820,#1e1814,#3e3123,0.6024,0.1939
Europe,Realism,1815,#3e3123,#1e1814,0.3082,0.2885
Europe,Pop Art,1970,#bebbae,#e6e4dd,0.24455555555555555,0.1691088888888889
Europe,Pop Art,1960,#bebbae,#e6e4dd,0.21925384615384616,0.1856076923076923
Europe,Pop Art,1965,#e6e4dd,#435249,0.1718795918367347,0.15878775510204082
Europe,Pop Art,1955,#435249,#bebbae,0.23954,0.22758
Europe,Pop Art,1945,#bebbae,#e6e4dd,0.4229,0.2324
Europe,Pop Art,1950,#c89c4f,#e6e4dd,0.25905,0.19365
Europe,Pop Art,1975,#256bb2,#e6e4dd,0.6606,0.0986
Europe,Rococo,1780,#18130f,#362a21,0.2567105263157895,0.2260263157894737
Europe,Rococo,1785,#362a21,#18130f,0.24631666666666666,0.22960833333333333
Europe,Rococo,1770,#362a21,#18130f,0.27185,0.2124590909090909
Europe,Rococo,1765,#362a21,#564331,0.28694545454545456,0.18113636363636362
Europe,Rococo,1750,#75634b,#362a21,0.1850888888888889,0.1763888888888889
Europe,Rococo,1760,#beb095,#18130f,0.18694444444444444,0.16698333333333334
Europe,Rococo,1755,#362a21,#564331,0.2211842105263158,0.16307894736842105
Europe,Rococo,1775,#362a21,#18130f,0.21908,0.20342
Europe,Rococo,1790,#18130f,#362a21,0.4766,0.2011
Europe,Rococo,1735,#75634b,#564331,0.25302857142857144,0.2413857142857143
Europe,Rococo,1745,#362a21,#564331,0.20454545454545456,0.20123636363636363
Europe,Rococo,1730,#362a21,#564331,0.21917,0.18137
Europe,Rococo,1725,#18130f,#362a21,0.3234,0.2749
Europe,Rococo,1740,#18130f,#362a21,0.2518375,0.1495625
Europe,Rococo,1715,#75634b,#564331,0.21165,0.19695
Europe,Rococo,1720,#75634b,#beb095,0.2412,0.2119
Europe,Rococo,1710,#362a21,#18130f,0.2864,0.2279
Europe,Color Field Painting,1975,#de6534,#3b3547,0.24286666666666668,0.17133333333333334
Europe,Color Field Painting,1970,#ede9e4,#c11f2c,0.19603333333333334,0.19568888888888888
Europe,Color Field Painting,1965,#c11f2c,#ede9e4,0.21952142857142856,0.17036428571428572
Europe,Color Field Painting,1960,#c7baab,#c11f2c,0.2207375,0.1865875
Europe,Color Field Painting,1980,#c11f2c,#4990bc,0.3651333333333333,0.20676666666666665
Europe,Color Field Painting,1950,#ede9e4,#e6bc2a,0.47695,0.3591
Europe,Color Field Painting,1955,#3b3547,#c7baab,0.283625,0.2309
Europe,Surrealism,1930,#c3beb4,#8f9190,0.1676777777777778,0.14838518518518518
Europe,Surrealism,1940,#493c34,#935f3c,0.1668404255319149,0.15525531914893617
Europe,Surrealism,1935,#493c34,#1d1917,0.21823870967741935,0.1781
Europe,Surrealism,1925,#493c34,#1d1917,0.194525,0.155835
Europe,Surrealism,1920,#c6a066,#935f3c,0.2307,0.2279
Europe,Abstract Art,1915,#463f3a,#616b6e,0.20024285714285714,0.2001
Europe,Abstract Art,1920,#463f3a,#978d80,0.1751529411764706,0.15081764705882353
Europe,Abstract Art,1925,#463f3a,#c0b8a3,0.2335111111111111,0.18784444444444445
Europe,Abstract Art,1950,#c0b8a3,#e6dfd2,0.29934375,0.14179375
Europe,Abstract Art,1935,#e6dfd2,#463f3a,0.20241875,0.148025
Europe,Abstract Art,1945,#c0b8a3,#e6dfd2,0.34223333333333333,0.2499
Europe,Abstract Art,1940,#978d80,#c0b8a3,0.189175,0.1869625
Europe,Abstract Art,1960,#1b1816,#e6dfd2,0.20447,0.18031
Europe,Abstract Art,1955,#e6dfd2,#1b1816,0.2805714285714286,0.16044285714285714
Europe,Abstract Art,1930,#e6dfd2,#978d80,0.22986,0.16094
Europe,Abstract Art,1885,#e6dfd2,#616b6e,0.591225,0.098625
Europe,Abstract Art,1905,#c0b8a3,#978d80,0.2193,0.1924
Europe,Abstract Art,1910,#463f3a,#616b6e,0.325,0.1565
Europe,Early Renaissance,1435,#827667,#70533f,0.24425,0.19425
Europe,Early Renaissance,1445,#70533f,#b29c81,0.1973125,0.1832125
Europe,Early Renaissance,1450,#70533f,#b29c81,0.17807272727272727,0.17372727272727273
Europe,Early Renaissance,1480,#4b372b,#70533f,0.20175454545454546,0.19585454545454545
Europe,Early Renaissance,1490,#231a16,#70533f,0.25733333333333336,0.1406
Europe,Early Renaissance,1475,#231a16,#4b372b,0.22724666666666668,0.15289333333333333
Europe,Early Renaissance,1505,#4b372b,#231a16,0.3449,0.2536
Europe,Early Renaissance,1525,#f5f5f1,#b29c81,0.7576,0.1486
Europe,Early Renaissance,1460,#4b372b,#70533f,0.2251625,0.2099875
Europe,Early Renaissance,1465,#70533f,#4b372b,0.19853333333333334,0.16625555555555555
Europe,Early Renaissance,1430,#d1c3af,#b29c81,0.165575,0.161075
Europe,Early Renaissance,1455,#231a16,#4b372b,0.3462,0.1931
Europe,Early Renaissance,1470,#70533f,#4b372b,0.2124,0.2123
Europe,Early Renaissance,1440,#b29c81,#d1c3af,0.20433333333333334,0.16881666666666667
Europe,Early Renaissance,1425,#70533f,#ac7348,0.23483333333333334,0.22966666666666666
Europe,Early Renaissance,1420,#f5f5f1,#ac7348,0.2611,0.2527
Europe,Early Renaissance,1485,#231a16,#4b372b,0.23275,0.2199
Europe,Early Renaissance,1500,#4b372b,#70533f,0.2373,0.226
Europe,Early Renaissance,1495,#ac7348,#f5f5f1,0.3481,0.3042
Europe,Neoclassicism,1805,#3c2c23,#171211,0.223475,0.1987125
Europe,Neoclassicism,1800,#5b4d40,#3c2c23,0.18382857142857142,0.16096190476190475
Europe,Neoclassicism,1795,#171211,#beb6a8,0.20284285714285713,0.13754285714285713
Europe,Neoclassicism,1790,#3c2c23,#5b4d40,0.26656,0.18484
Europe,Neoclassicism,1810,#171211,#3c2c23,0.2391111111111111,0.1799111111111111
Europe,Neoclassicism,1785,#171211,#3c2c23,0.38052,0.2856
Europe,Neoclassicism,1835,#3c2c23,#171211,0.230575,0.227975
Europe,Neoclassicism,1865,#3c2c23,#8e6040,0.1954,0.18815
Europe,Neoclassicism,1780,#3c2c23,#5b4d40,0.231,0.231
Europe,Neoclassicism,1935,#171211,#beb6a8,0.4779333333333333,0.2576333333333333
Europe,Neoclassicism,1875,#171211,#3c2c23,0.33215,0.17185
Europe,Neoclassicism,1930,#171211,#3c2c23,0.32835,0.1678
Europe,Neoclassicism,1925,#ba956b,#e5e3dd,0.22,0.2018
Europe,Neoclassicism,1915,#beb6a8,#7d7c77,0.204975,0.1542
Europe,Neoclassicism,1920,#beb6a8,#e5e3dd,0.2634,0.24115
Europe,Neoclassicism,1895,#3c2c23,#5b4d40,0.4855,0.2165
Europe,Neoclassicism,1905,#171211,#8e6040,0.248275,0.173975
Europe,Neoclassicism,1900,#e5e3dd,#ba956b,0.329,0.1883
Europe,Neoclassicism,1820,#3c2c23,#5b4d40,0.2197,0.2104
Europe,Neoclassicism,1770,#3c2c23,#171211,0.3939,0.3233
Europe,Neoclassicism,1775,#3c2c23,#171211,0.2668333333333333,0.23148333333333335
Europe,Neoclassicism,1815,#3c2c23,#7d7c77,0.18916,0.15912
Europe,Neoclassicism,1825,#5b4d40,#3c2c23,0.199025,0.17275
Europe,Neoclassicism,1765,#171211,#5b4d40,0.28095,0.199175
Europe,Neoclassicism,1760,#3c2c23,#171211,0.3318,0.24713333333333334
Europe,Neoclassicism,1850,#171211,#3c2c23,0.423425,0.295075
Europe,Neoclassicism,1830,#3c2c23,#171211,0.21568,0.18602
Europe,Neoclassicism,1880,#3c2c23,#171211,0.25685,0.20695
Europe,Neoclassicism,1940,#3c2c23,#e5e3dd,0.28135,0.2735
Europe,Neoclassicism,1845,#3c2c23,#8e6040,0.28695,0.178125
Europe,Neoclassicism,1855,#3c2c23,#5b4d40,0.2444,0.19505
Europe,Neoclassicism,1755,#171211,#3c2c23,0.5603,0.1722
Europe,Neoclassicism,1750,#3c2c23,#171211,0.3231,0.2633
Europe,Neoclassicism,1860,#7d7c77,#5b4d40,0.4197,0.2196
Europe,Art Informel,1960,#261f1c,#4a433e,0.1729725806451613,0.16556290322580644
Europe,Art Informel,1945,#cdc3b2,#4a433e,0.20447,0.16281
Europe,Art Informel,1955,#cdc3b2,#4a433e,0.17392033898305084,0.16847627118644068
Europe,Art Informel,1950,#ece8e1,#4a433e,0.15752,0.14975142857142856
Europe,Art Informel,1965,#4a433e,#cdc3b2,0.19677857142857144,0.13392142857142858
Europe,Expressionism,1905,#4a3f33,#8d8979,0.2231153846153846,0.19505897435897435
Europe,Expressionism,1895,#241f1c,#4a3f33,0.29281,0.26694
Europe,Expressionism,1910,#4a3f33,#241f1c,0.18300289855072463,0.18002028985507246
Europe,Expressionism,1900,#4a3f33,#241f1c,0.32361875,0.22121875
Europe,Expressionism,1915,#241f1c,#c1b39b,0.17897631578947368,0.1584263157894737
Europe,Expressionism,1890,#c1b39b,#8d8979,0.2726,0.23845
Europe,Minimalism,1955,#d2cec2,#ecece8,0.4224428571428571,0.29154285714285716
Europe,Minimalism,1960,#d2cec2,#20202c,0.2883588235294118,0.23332941176470587
Europe,Minimalism,1965,#d2cec2,#b8b09e,0.25335,0.162559375
Europe,Minimalism,1970,#ecece8,#d2cec2,0.41895625,0.25399375
Europe,Baroque,1620,#33251f,#17100f,0.20953,0.202955
Europe,Baroque,1615,#574031,#33251f,0.1954923076923077,0.17957692307692308
Europe,Baroque,1625,#33251f,#574031,0.24943076923076923,0.17281538461538462
Europe,Baroque,1635,#33251f,#17100f,0.2612842105263158,0.21474736842105263
Europe,Baroque,1640,#33251f,#574031,0.29592380952380953,0.17627142857142858
Europe,Baroque,1630,#33251f,#17100f,0.2188264705882353,0.19953529411764706
Europe,Baroque,1610,#33251f,#17100f,0.22221428571428573,0.20581428571428573
Europe,Baroque,1605,#17100f,#33251f,0.25102857142857143,0.1672857142857143
Europe,Baroque,1600,#33251f,#17100f,0.32246153846153847,0.19533076923076922
Europe,Baroque,1580,#baaf9e,#817f77,0.2703333333333333,0.2669666666666667
Europe,Baroque,1595,#17100f,#33251f,0.2059,0.19785714285714287
Europe,Baroque,1590,#817f77,#33251f,0.18993333333333334,0.17953333333333332
Europe,Baroque,1585,#baaf9e,#33251f,0.20406666666666667,0.19336666666666666
Europe,Impressionism,1865,#50412e,#241c18,0.24296666666666666,0.1504
Europe,Impressionism,1870,#50412e,#666255,0.21783125,0.16434375
Europe,Impressionism,1885,#50412e,#666255,0.18559,0.14994666666666667
Europe,Impressionism,1880,#b8b4ab,#50412e,0.17489761904761905,0.16547857142857142
Europe,Impressionism,1890,#666255,#50412e,0.17619333333333334,0.16849333333333333
Europe,Impressionism,1875,#50412e,#666255,0.16689142857142858,0.14257714285714285
Europe,Impressionism,1860,#241c18,#937344,0.3739,0.2447
Europe,Neo-Expressionism,1975,#1e1c1d,#dcd6d2,0.25122,0.20628
Europe,Neo-Expressionism,1985,#7e7465,#504336,0.2140842105263158,0.16332105263157895
Europe,Neo-Expressionism,2000,#7e7465,#504336,0.22455,0.22405
Europe,Neo-Expressionism,1970,#dcd6d2,#1e1c1d,0.200675,0.17335
Europe,Neo-Expressionism,1980,#dcd6d2,#1e1c1d,0.2599076923076923,0.2410923076923077
Europe,Neo-Expressionism,1995,#7e7465,#b19f98,0.27684285714285717,0.20365714285714287
Europe,Neo-Expressionism,1965,#1e1c1d,#504336,0.562,0.17605
Europe,Neo-Expressionism,1990,#1e1c1d,#a53c25,0.24962222222222222,0.18072222222222223
Europe,Lyrical Abstraction,1955,#232327,#e3e1d8,0.19005882352941175,0.16898235294117647
Europe,Lyrical Abstraction,1960,#e3e1d8,#c5baa8,0.2859764705882353,0.17968235294117646
Europe,Lyrical Abstraction,1970,#c5baa8,#e3e1d8,0.22442142857142858,0.1830642857142857
Europe,Lyrical Abstraction,1985,#232327,#c5baa8,0.18476666666666666,0.15795
Europe,Lyrical Abstraction,1980,#232327,#e3e1d8,0.21373846153846154,0.20805384615384614
Europe,Lyrical Abstraction,1975,#e3e1d8,#c7935c,0.24888181818181818,0.20122727272727273
Europe,Lyrical Abstraction,1950,#bc392a,#e3e1d8,0.24785,0.219075
Europe,Lyrical Abstraction,1965,#c7935c,#6b584f,0.20668333333333333,0.20614166666666667
Europe,Lyrical Abstraction,1990,#e3e1d8,#1e5c87,0.24496666666666667,0.225
Europe,Lyrical Abstraction,1945,#6b584f,#c7935c,0.9151,0.0438
Europe,High Renaissance,1495,#5b4433,#826247,0.17808333333333334,0.15759166666666666
Europe,High Renaissance,1505,#39291e,#5b4433,0.19545625,0.17505
Europe,High Renaissance,1520,#39291e,#15100d,0.2334375,0.1876875
Europe,High Renaissance,1510,#39291e,#5b4433,0.18325555555555556,0.1776
Europe,High Renaissance,1500,#5b4433,#39291e,0.17465,0.167425
Europe,High Renaissance,1490,#c0b19a,#7e8284,0.20845,0.191175
Europe,High Renaissance,1540,#39291e,#15100d,0.1661,0.1576
Europe,High Renaissance,1515,#15100d,#5b4433,0.27713333333333334,0.17576666666666665
Europe,High Renaissance,1485,#5b4433,#39291e,0.2555,0.254
Europe,High Renaissance,1545,#7e8284,#826247,0.2896,0.2277
Europe,High Renaissance,1535,#15100d,#39291e,0.23825,0.227
Europe,High Renaissance,1525,#15100d,#39291e,0.3604,0.15708
Europe,High Renaissance,1530,#15100d,#39291e,0.48,0.2378
Europe,Magic Realism,1950,#1d1a19,#4c3d31,0.402,0.3576
Europe,Magic Realism,1930,#4c3d31,#1d1a19,0.19926428571428573,0.18730714285714287
Europe,Magic Realism,1925,#8c8d81,#5f635f,0.18066666666666667,0.14708333333333334
Europe,Magic Realism,2005,#1d1a19,#4c3d31,0.18195714285714285,0.14982857142857142
Europe,Magic Realism,1995,#8c8d81,#b5b1a2,0.30335,0.1655
Europe,Magic Realism,1910,#4c3d31,#1d1a19,0.1961,0.1944
Europe,Magic Realism,1915,#4c3d31,#1d1a19,0.2552,0.20655
Europe,Magic Realism,1945,#5f635f,#8c8d81,0.41176666666666667,0.3209666666666667
Europe,Magic Realism,1960,#b5b1a2,#8c8d81,0.29365,0.2307
Europe,Magic Realism,1935,#4c3d31,#1d1a19,0.27923333333333333,0.2592333333333333
Europe,Magic Realism,1940,#ddd8c5,#b5b1a2,0.24925714285714284,0.17985714285714285
Europe,Magic Realism,1980,#4c3d31,#1d1a19,0.2271,0.2177
Europe,Magic Realism,2000,#8c8d81,#5f635f,0.20825,0.19895
Europe,Magic Realism,1990,#1d1a19,#5f635f,0.2716,0.2031
Europe,Magic Realism,1965,#5f635f,#8c8d81,0.23413333333333333,0.21366666666666667
Europe,Magic Realism,2010,#b5b1a2,#ddd8c5,0.211,0.18375
Europe,Magic Realism,1920,#4c3d31,#5f635f,0.2667,0.2406
Europe,Magic Realism,1955,#b5b1a2,#8c8d81,0.79355,0.08595
Europe,Northern Renaissance,1480,#423127,#1d1512,0.2195375,0.208
Europe,Northern Renaissance,1470,#1d1512,#423127,0.18702727272727274,0.1566909090909091
Europe,Northern Renaissance,1575,#423127,#1d1512,0.26844,0.25262
Europe,Northern Renaissance,1570,#423127,#5c564d,0.221775,0.17015
Europe,Northern Renaissance,1590,#423127,#5c564d,0.24636666666666668,0.16343333333333335
Europe,Northern Renaissance,1585,#907457,#f1ece5,0.1844,0.17155
Europe,Northern Renaissance,1580,#423127,#f1ece5,0.2992,0.2815
Europe,Northern Renaissance,1560,#423127,#907457,0.27192,0.16228
Europe,Northern Renaissance,1565,#423127,#5c564d,0.261375,0.195175
