NatRegion,Cat2,Year_5,color1,color2,prop1,prop2
Americas,Pop Art,1950,#1e171f,,1.0,
Americas,Pop Art,1955,#1e171f,,1.0,
Americas,Abstract Expressionism,1950,#1f1921,,1.0,
Americas,Abstract Expressionism,1955,#1f1921,,1.0,
Americas,Abstract Expressionism,1945,#1f1921,,1.0,
Americas,Abstract Expressionism,1960,#1f1921,,1.0,
Americas,Abstract Expressionism,1940,#1f1921,,1.0,
Americas,Surrealism,1935,#0e0f10,,1.0,
Americas,Surrealism,1925,#0e0f10,,1.0,
Americas,Surrealism,1940,#0e0f10,,1.0,
Americas,Surrealism,1930,#0e0f10,,1.0,
Americas,Surrealism,1920,#0e0f10,,1.0,
Americas,Magic Realism,2005,#121013,,1.0,
Americas,Magic Realism,2000,#121013,,1.0,
Americas,Magic Realism,1990,#121013,,1.0,
Americas,Magic Realism,1980,#121013,,1.0,
Americas,Magic Realism,1995,#121013,,1.0,
Americas,Magic Realism,1970,#121013,,1.0,
Americas,Magic Realism,1985,#121013,,1.0,
Americas,Magic Realism,1975,#121013,,1.0,
Americas,Magic Realism,1940,#121013,,1.0,
Americas,Magic Realism,1935,#121013,,1.0,
Americas,Magic Realism,1945,#121013,,1.0,
Americas,Magic Realism,1950,#121013,,1.0,
Americas,Magic Realism,1965,#121013,,1.0,
Americas,Magic Realism,1955,#121013,,1.0,
Americas,Magic Realism,1930,#121013,,1.0,
Americas,Abstract Art,1915,#201d1d,,1.0,
Americas,Abstract Art,1930,#201d1d,,1.0,
Americas,Abstract Art,1920,#201d1d,,1.0,
Americas,Abstract Art,1925,#201d1d,,1.0,
Americas,Abstract Art,1940,#201d1d,,1.0,
Americas,Abstract Art,1935,#201d1d,,1.0,
Americas,Abstract Art,1910,#201d1d,,1.0,
Americas,Abstract Art,1945,#201d1d,,1.0,
Americas,Abstract Art,1950,#201d1d,,1.0,
Americas,Abstract Art,1955,#201d1d,,1.0,
Americas,Rococo,1790,#1b1817,,1.0,
Americas,Rococo,1785,#1b1817,,1.0,
Americas,Rococo,1780,#1b1817,,1.0,
Americas,Rococo,1770,#1b1817,,1.0,
Americas,Rococo,1775,#1b1817,,1.0,
Americas,Rococo,1765,#1b1817,,1.0,
Americas,Lyrical Abstraction,1985,#4e4d51,#c97240,0.20724979370505717,0.1602381233054344
Americas,Lyrical Abstraction,1975,#d5b94f,#e3d9bd,0.17673837016196783,0.16261258621026511
Americas,Lyrical Abstraction,1980,#e3d9bd,#d5b94f,0.1984763103184156,0.19539884013568223
Americas,Lyrical Abstraction,1970,#b0a598,#796b93,0.23314716875920294,0.14789192580136443
Americas,Lyrical Abstraction,1995,#b0a598,#796b93,0.3046909250328803,0.22895659798334064
Americas,Lyrical Abstraction,1965,#973522,#e3d9bd,0.33361127324272494,0.12077878762611523
Americas,Lyrical Abstraction,1990,#66844f,#b0a598,0.20032014635261833,0.1255304011992784
Americas,Lyrical Abstraction,1960,#796b93,#d5b94f,0.29431180547915065,0.1901199251842887
Americas,Lyrical Abstraction,1955,#d5b94f,#c97240,0.3548775592131674,0.2584303492573264
Americas,Realism,1840,#191312,,1.0,
Americas,Realism,1845,#191312,,1.0,
Americas,Realism,1835,#191312,,1.0,
Americas,Realism,1830,#191312,,1.0,
Americas,Realism,1850,#191312,,1.0,
Americas,Realism,1860,#191312,,1.0,
Americas,Realism,1855,#191312,,1.0,
Americas,Realism,1870,#191312,,1.0,
Americas,Realism,1875,#191312,,1.0,
Americas,Realism,1865,#191312,,1.0,
Americas,Neoclassicism,1820,#79664d,#624e38,0.1966344131257888,0.19297433740008413
Americas,Neoclassicism,1790,#2f2620,#191514,0.2884962858863682,0.17747440273037543
Americas,Neoclassicism,1780,#e2cfac,#79664d,0.18945868945868946,0.13766788766788768
Americas,Neoclassicism,1785,#483a2a,#624e38,0.20784472300849172,0.20744035584310555
Americas,Neoclassicism,1765,#4f1c0e,#2f2620,0.5951393005334914,0.10180794309425015
Americas,Neoclassicism,1770,#483a2a,#4f1c0e,0.183556130516027,0.15552680753198217
Americas,Neoclassicism,1775,#191514,#2f2620,0.28269593956562794,0.24917374881964116
Americas,Neoclassicism,1815,#191514,#2f2620,0.38639783328317784,0.23482796669675995
Americas,Neoclassicism,1920,#dd9d5c,#9a7f5f,0.29504074036817224,0.19716326325319383
Americas,Romanticism,1785,#9a8468,#836d4d,0.16537037037037036,0.14265432098765432
Americas,Romanticism,1800,#462e21,#584330,0.2388,0.1831
Americas,Romanticism,1780,#271c13,#584330,0.2025879498584715,0.14611133575953633
Americas,Romanticism,1830,#462e21,#584330,0.19264864864864864,0.1798918918918919
Americas,Post-Impressionism,1905,#a9b5be,#788399,0.3905432810331946,0.3004589604013235
Americas,Post-Impressionism,1910,#505763,#a9b5be,0.22926613181079883,0.19318797066496038
Americas,Post-Impressionism,1915,#96855f,#736646,0.20258654680230265,0.19246116236889835
Americas,Art Informel,1960,#574d45,#6d6a7b,0.23982898910495104,0.22410701972141772
Americas,Art Informel,1965,#574d45,#806c53,0.2013013013013013,0.1810810810810811
Europe,Post-Impressionism,1905,#615c45,#483930,0.1730362531450878,0.15816970517675186
Europe,Post-Impressionism,1895,#483930,#615c45,0.19137790514249658,0.1637133242191608
Europe,Post-Impressionism,1910,#857f65,#615c45,0.17485410559193404,0.15111646894435463
Europe,Post-Impressionism,1915,#857f65,#615c45,0.1558110088236231,0.15121205364253176
Europe,Post-Impressionism,1900,#857f65,#a7a8a4,0.16556470456191905,0.15407062760823206
Europe,Post-Impressionism,1890,#483930,#615c45,0.1821651147987506,0.15877607212114933
Europe,Post-Impressionism,1885,#615c45,#857f65,0.20133856961115107,0.18220034293932186
Europe,Cubism,1920,#20191a,,1.0,
Europe,Cubism,1925,#20191a,,1.0,
Europe,Cubism,1910,#20191a,,1.0,
Europe,Cubism,1915,#20191a,,1.0,
Europe,Cubism,1900,#20191a,,1.0,
Europe,Cubism,1905,#20191a,,1.0,
Europe,Cubism,1930,#20191a,,1.0,
Europe,Romanticism,1830,#151112,,1.0,
Europe,Romanticism,1815,#151112,,1.0,
Europe,Romanticism,1805,#151112,,1.0,
Europe,Romanticism,1810,#151112,,1.0,
Europe,Romanticism,1820,#151112,,1.0,
Europe,Romanticism,1800,#151112,,1.0,
Europe,Romanticism,1785,#151112,,1.0,
Europe,Romanticism,1825,#151112,,1.0,
Europe,Romanticism,1775,#151112,,1.0,
Europe,Romanticism,1770,#151112,,1.0,
Europe,Romanticism,1790,#151112,,1.0,
Europe,Romanticism,1780,#151112,,1.0,
Europe,Romanticism,1795,#151112,,1.0,
Europe,Romanticism,1760,#151112,,1.0,
Europe,Romanticism,1765,#151112,,1.0,
Europe,Realism,1865,#191514,,1.0,
Europe,Realism,1870,#191514,,1.0,
Europe,Realism,1855,#191514,,1.0,
Europe,Realism,1860,#191514,,1.0,
Europe,Realism,1850,#191514,,1.0,
Europe,Realism,1835,#191514,,1.0,
Europe,Realism,1830,#191514,,1.0,
Europe,Realism,1845,#191514,,1.0,
Europe,Realism,1825,#191514,,1.0,
Europe,Realism,1875,#191514,,1.0,
Europe,Realism,1840,#191514,,1.0,
Europe,Realism,1820,#191514,,1.0,
Europe,Realism,1815,#191514,,1.0,
Europe,Pop Art,1970,#1b1619,,1.0,
Europe,Pop Art,1960,#1b1619,,1.0,
Europe,Pop Art,1965,#1b1619,,1.0,
Europe,Pop Art,1955,#1b1619,,1.0,
Europe,Pop Art,1945,#1b1619,,1.0,
Europe,Pop Art,1950,#1b1619,,1.0,
Europe,Pop Art,1975,#1b1619,,1.0,
Europe,Rococo,1780,#171312,,1.0,
Europe,Rococo,1785,#171312,,1.0,
Europe,Rococo,1770,#171312,,1.0,
Europe,Rococo,1765,#171312,,1.0,
Europe,Rococo,1750,#171312,,1.0,
Europe,Rococo,1760,#171312,,1.0,
Europe,Rococo,1755,#171312,,1.0,
Europe,Rococo,1775,#171312,,1.0,
Europe,Rococo,1790,#171312,,1.0,
Europe,Rococo,1735,#171312,,1.0,
Europe,Rococo,1745,#171312,,1.0,
Europe,Rococo,1730,#171312,,1.0,
Europe,Rococo,1725,#171312,,1.0,
Europe,Rococo,1740,#171312,,1.0,
Europe,Rococo,1715,#171312,,1.0,
Europe,Rococo,1720,#171312,,1.0,
Europe,Rococo,1710,#171312,,1.0,
Europe,Color Field Painting,1975,#342e32,,1.0,
Europe,Color Field Painting,1970,#342e32,,1.0,
Europe,Color Field Painting,1965,#342e32,,1.0,
Europe,Color Field Painting,1960,#342e32,,1.0,
Europe,Color Field Painting,1980,#342e32,,1.0,
Europe,Color Field Painting,1950,#342e32,,1.0,
Europe,Color Field Painting,1955,#342e32,,1.0,
Europe,Surrealism,1930,#181516,,1.0,
Europe,Surrealism,1940,#181516,,1.0,
Europe,Surrealism,1935,#181516,,1.0,
Europe,Surrealism,1925,#181516,,1.0,
Europe,Surrealism,1920,#181516,,1.0,
Europe,Abstract Art,1915,#181415,,1.0,
Europe,Abstract Art,1920,#181415,,1.0,
Europe,Abstract Art,1925,#181415,,1.0,
Europe,Abstract Art,1950,#181415,,1.0,
Europe,Abstract Art,1935,#181415,,1.0,
Europe,Abstract Art,1945,#181415,,1.0,
Europe,Abstract Art,1940,#181415,,1.0,
Europe,Abstract Art,1960,#181415,,1.0,
Europe,Abstract Art,1955,#181415,,1.0,
Europe,Abstract Art,1930,#181415,,1.0,
Europe,Abstract Art,1885,#181415,,1.0,
Europe,Abstract Art,1905,#181415,,1.0,
Europe,Abstract Art,1910,#181415,,1.0,
Europe,Early Renaissance,1435,#1b1413,,1.0,
Europe,Early Renaissance,1445,#1b1413,,1.0,
Europe,Early Renaissance,1450,#1b1413,,1.0,
Europe,Early Renaissance,1480,#1b1413,,1.0,
Europe,Early Renaissance,1490,#1b1413,,1.0,
Europe,Early Renaissance,1475,#1b1413,,1.0,
Europe,Early Renaissance,1505,#1b1413,,1.0,
Europe,Early Renaissance,1525,#1b1413,,1.0,
Europe,Early Renaissance,1460,#1b1413,,1.0,
Europe,Early Renaissance,1465,#1b1413,,1.0,
Europe,Early Renaissance,1430,#1b1413,,1.0,
Europe,Early Renaissance,1455,#1b1413,,1.0,
Europe,Early Renaissance,1470,#1b1413,,1.0,
Europe,Early Renaissance,1440,#1b1413,,1.0,
Europe,Early Renaissance,1425,#1b1413,,1.0,
Europe,Early Renaissance,1420,#1b1413,,1.0,
Europe,Early Renaissance,1485,#1b1413,,1.0,
Europe,Early Renaissance,1500,#1b1413,,1.0,
Europe,Early Renaissance,1495,#1b1413,,1.0,
Europe,Neoclassicism,1805,#161213,,1.0,
Europe,Neoclassicism,1800,#161213,,1.0,
Europe,Neoclassicism,1795,#161213,,1.0,
Europe,Neoclassicism,1790,#161213,,1.0,
Europe,Neoclassicism,1810,#161213,,1.0,
Europe,Neoclassicism,1785,#161213,,1.0,
Europe,Neoclassicism,1835,#161213,,1.0,
Europe,Neoclassicism,1865,#161213,,1.0,
Europe,Neoclassicism,1780,#161213,,1.0,
Europe,Neoclassicism,1935,#161213,,1.0,
Europe,Neoclassicism,1875,#161213,,1.0,
Europe,Neoclassicism,1930,#161213,,1.0,
Europe,Neoclassicism,1925,#161213,,1.0,
Europe,Neoclassicism,1915,#161213,,1.0,
Europe,Neoclassicism,1920,#161213,,1.0,
Europe,Neoclassicism,1895,#161213,,1.0,
Europe,Neoclassicism,1905,#161213,,1.0,
Europe,Neoclassicism,1900,#161213,,1.0,
Europe,Neoclassicism,1820,#161213,,1.0,
Europe,Neoclassicism,1770,#161213,,1.0,
Europe,Neoclassicism,1775,#161213,,1.0,
Europe,Neoclassicism,1815,#161213,,1.0,
Europe,Neoclassicism,1825,#161213,,1.0,
Europe,Neoclassicism,1765,#161213,,1.0,
Europe,Neoclassicism,1760,#161213,,1.0,
Europe,Neoclassicism,1850,#161213,,1.0,
Europe,Neoclassicism,1830,#161213,,1.0,
Europe,Neoclassicism,1880,#161213,,1.0,
Europe,Neoclassicism,1940,#161213,,1.0,
Europe,Neoclassicism,1845,#161213,,1.0,
Europe,Neoclassicism,1855,#161213,,1.0,
Europe,Neoclassicism,1755,#161213,,1.0,
Europe,Neoclassicism,1750,#161213,,1.0,
Europe,Neoclassicism,1860,#161213,,1.0,
Europe,Art Informel,1960,#1f1919,,1.0,
Europe,Art Informel,1945,#1f1919,,1.0,
Europe,Art Informel,1955,#1f1919,,1.0,
Europe,Art Informel,1950,#1f1919,,1.0,
Europe,Art Informel,1965,#1f1919,,1.0,
Europe,Expressionism,1905,#201b1b,,1.0,
Europe,Expressionism,1895,#201b1b,,1.0,
Europe,Expressionism,1910,#201b1b,,1.0,
Europe,Expressionism,1900,#201b1b,,1.0,
Europe,Expressionism,1915,#201b1b,,1.0,
Europe,Expressionism,1890,#201b1b,,1.0,
Europe,Minimalism,1955,#0b1012,,1.0,
Europe,Minimalism,1960,#0b1012,,1.0,
Europe,Minimalism,1965,#0b1012,,1.0,
Europe,Minimalism,1970,#0b1012,,1.0,
Europe,Baroque,1620,#150e10,,1.0,
Europe,Baroque,1615,#150e10,,1.0,
Europe,Baroque,1625,#150e10,,1.0,
Europe,Baroque,1635,#150e10,,1.0,
Europe,Baroque,1640,#150e10,,1.0,
Europe,Baroque,1630,#150e10,,1.0,
Europe,Baroque,1610,#150e10,,1.0,
Europe,Baroque,1605,#150e10,,1.0,
Europe,Baroque,1600,#150e10,,1.0,
Europe,Baroque,1580,#150e10,,1.0,
Europe,Baroque,1595,#150e10,,1.0,
Europe,Baroque,1590,#150e10,,1.0,
Europe,Baroque,1585,#150e10,,1.0,
Europe,Impressionism,1865,#1c1616,,1.0,
Europe,Impressionism,1870,#1c1616,,1.0,
Europe,Impressionism,1885,#1c1616,,1.0,
Europe,Impressionism,1880,#1c1616,,1.0,
Europe,Impressionism,1890,#1c1616,,1.0,
Europe,Impressionism,1875,#1c1616,,1.0,
Europe,Impressionism,1860,#1c1616,,1.0,
Europe,Neo-Expressionism,1975,#19171b,,1.0,
Europe,Neo-Expressionism,1985,#19171b,,1.0,
Europe,Neo-Expressionism,2000,#19171b,,1.0,
Europe,Neo-Expressionism,1970,#19171b,,1.0,
Europe,Neo-Expressionism,1980,#19171b,,1.0,
Europe,Neo-Expressionism,1995,#19171b,,1.0,
Europe,Neo-Expressionism,1965,#19171b,,1.0,
Europe,Neo-Expressionism,1990,#19171b,,1.0,
Europe,Lyrical Abstraction,1955,#201e23,,1.0,
Europe,Lyrical Abstraction,1960,#201e23,,1.0,
Europe,Lyrical Abstraction,1970,#201e23,,1.0,
Europe,Lyrical Abstraction,1985,#201e23,,1.0,
Europe,Lyrical Abstraction,1980,#201e23,,1.0,
Europe,Lyrical Abstraction,1975,#201e23,,1.0,
Europe,Lyrical Abstraction,1950,#201e23,,1.0,
Europe,Lyrical Abstraction,1965,#201e23,,1.0,
Europe,Lyrical Abstraction,1990,#201e23,,1.0,
Europe,Lyrical Abstraction,1945,#201e23,,1.0,
Europe,High Renaissance,1495,#140f0e,,1.0,
Europe,High Renaissance,1505,#140f0e,,1.0,
Europe,High Renaissance,1520,#140f0e,,1.0,
Europe,High Renaissance,1510,#140f0e,,1.0,
Europe,High Renaissance,1500,#140f0e,,1.0,
Europe,High Renaissance,1490,#140f0e,,1.0,
Europe,High Renaissance,1540,#140f0e,,1.0,
Europe,High Renaissance,1515,#140f0e,,1.0,
Europe,High Renaissance,1485,#140f0e,,1.0,
Europe,High Renaissance,1545,#140f0e,,1.0,
Europe,High Renaissance,1535,#140f0e,,1.0,
Europe,High Renaissance,1525,#140f0e,,1.0,
Europe,High Renaissance,1530,#140f0e,,1.0,
Europe,Magic Realism,1950,#181516,,1.0,
Europe,Magic Realism,1930,#181516,,1.0,
Europe,Magic Realism,1925,#181516,,1.0,
Europe,Magic Realism,2005,#181516,,1.0,
Europe,Magic Realism,1995,#181516,,1.0,
Europe,Magic Realism,1910,#181516,,1.0,
Europe,Magic Realism,1915,#181516,,1.0,
Europe,Magic Realism,1945,#181516,,1.0,
Europe,Magic Realism,1960,#181516,,1.0,
Europe,Magic Realism,1935,#181516,,1.0,
Europe,Magic Realism,1940,#181516,,1.0,
Europe,Magic Realism,1980,#181516,,1.0,
Europe,Magic Realism,2000,#181516,,1.0,
Europe,Magic Realism,1990,#181516,,1.0,
Europe,Magic Realism,1965,#181516,,1.0,
Europe,Magic Realism,2010,#181516,,1.0,
Europe,Magic Realism,1920,#181516,,1.0,
Europe,Magic Realism,1955,#181516,,1.0,
Europe,Northern Renaissance,1480,#191312,,1.0,
Europe,Northern Renaissance,1470,#191312,,1.0,
Europe,Northern Renaissance,1575,#191312,,1.0,
Europe,Northern Renaissance,1570,#191312,,1.0,
Europe,Northern Renaissance,1590,#191312,,1.0,
Europe,Northern Renaissance,1585,#191312,,1.0,
Europe,Northern Renaissance,1580,#191312,,1.0,
Europe,Northern Renaissance,1560,#191312,,1.0,
Europe,Northern Renaissance,1565,#191312,,1.0,
Europe,Northern Renaissance,1525,#191312,,1.0,
Europe,Northern Renaissance,1530,#191312,,1.0,
Europe,Northern Renaissance,1520,#191312,,1.0,
Europe,Northern Renaissance,1515,#191312,,1.0,
Europe,Northern Renaissance,1510,#191312,,1.0,
Europe,Northern Renaissance,1460,#191312,,1.0,
Europe,Northern Renaissance,1450,#191312,,1.0,
Europe,Northern Renaissance,1445,#191312,,1.0,
Europe,Northern Renaissance,1500,#191312,,1.0,
Europe,Northern Renaissance,1505,#191312,,1.0,
Europe,Northern Renaissance,1485,#191312,,1.0,
Europe,Northern Renaissance,1435,#191312,,1.0,
Europe,Northern Renaissance,1430,#191312,,1.0,
Europe,Northern Renaissance,1440,#191312,,1.0,
Europe,Northern Renaissance,1465,#191312,,1.0,
Europe,Northern Renaissance,1550,#191312,,1.0,
Europe,Northern Renaissance,1490,#191312,,1.0,
Europe,Northern Renaissance,1475,#191312,,1.0,
Europe,Northern Renaissance,1495,#191312,,1.0,
Europe,Northern Renaissance,1535,#191312,,1.0,
Europe,Northern Renaissance,1555,#191312,,1.0,
Europe,Northern Renaissance,1540,#191312,,1.0,
Europe,Northern Renaissance,1415,#191312,,1.0,
Europe,Northern Renaissance,1425,#191312,,1.0,
Europe,Northern Renaissance,1605,#191312,,1.0,
Europe,Northern Renaissance,1545,#191312,,1.0,
Europe,Northern Renaissance,1625,#191312,,1.0,
Europe,Northern Renaissance,1610,#191312,,1.0,
Europe,Northern Renaissance,1600,#191312,,1.0,
Europe,Abstract Expressionism,1955,#1b191e,,1.0,
Europe,Abstract Expressionism,1960,#1b191e,,1.0,
Europe,Abstract Expressionism,1950,#1b191e,,1.0,
Europe,Abstract Expressionism,1945,#1b191e,,1.0,
Europe,Abstract Expressionism,1855,#1b191e,,1.0,
Europe,Abstract Expressionism,1875,#1b191e,,1.0,
Europe,Abstract Expressionism,1865,#1b191e,,1.0,
Europe,Abstract Expressionism,1940,#1b191e,,1.0,
MiddleEast,Impressionism,1890,#171715,,1.0,
MiddleEast,Art Informel,1960,#2d2c2e,#8f8a6e,0.18355113295767894,0.14674499460496343
MiddleEast,Minimalism,1965,#dfdbd2,#193f84,0.2500646964442834,0.11810982868381553
MiddleEast,Abstract Art,1940,#3f3229,#a69a91,0.15645784166487878,0.14208324393906888
MiddleEast,Abstract Art,1925,#3f3229,#54513f,0.2714457624204917,0.17552002750558707
MiddleEast,Abstract Art,1935,#dbd2c6,#a69a91,0.36901977882595427,0.140631812596615
MiddleEast,Abstract Art,1920,#54513f,#3f3229,0.190321722946025,0.1635735176814677
MiddleEast,Abstract Art,1950,#7e755c,#823c30,0.17733194372068786,0.16988014590932776
MiddleEast,Abstract Art,1955,#221716,#3f3229,0.21973213809295128,0.21725094712128487
MiddleEast,Abstract Art,1930,#54513f,#3f3229,0.30119886293412435,0.27586206896551724
MiddleEast,Abstract Art,1915,#7e755c,#3f3229,0.20994124186120375,0.17468635858345244
MiddleEast,Cubism,1920,#bdc0a4,#3c3129,0.2675720596597122,0.20679700826663167
MiddleEast,Cubism,1925,#1a1717,#3c3129,0.1972515591772548,0.1954645365356779
MiddleEast,Post-Impressionism,1910,#aea38b,#908877,0.2064586221106657,0.18952534372307347
MiddleEast,Post-Impressionism,1915,#908877,#796855,0.23931623931623933,0.23178530870838562
MiddleEast,Post-Impressionism,1895,#796855,#5c4a3c,0.35314644643480286,0.3267418867046644
MiddleEast,Abstract Expressionism,1955,#d6b995,#bf9e77,0.2711192436718512,0.23675917454508488
MiddleEast,Abstract Expressionism,1960,#d2d1cf,#b8b4b3,0.3728287841191067,0.2572373862696443
MiddleEast,Surrealism,1935,#171618,#776645,0.14160416410508628,0.12516906430591418
MiddleEast,Surrealism,1940,#cfb484,#776645,0.20146818923327894,0.1929853181076672
MiddleEast,Surrealism,1930,#94805b,#776645,0.26142614261426145,0.22782278227822783
MiddleEast,Expressionism,1915,#bfb39b,#352e30,0.31620389556568584,0.22793203481143803
MiddleEast,Expressionism,1910,#554d4a,#7a6356,0.18920366304289615,0.16290901301344188
MiddleEast,Neo-Expressionism,1965,#11101b,#24222e,0.2737280889268918,0.18223599828986747
MiddleEast,Neo-Expressionism,1970,#e66633,#e1d9d4,0.3285576303927881,0.14246619446233097
MiddleEast,Magic Realism,2010,#7e817d,#94989f,0.1944403151479114,0.18730489073881373
AsiaOceania,Neo-Expressionism,2000,#5b4340,#3c2826,0.16974866778016384,0.1650958402926907
AsiaOceania,Neo-Expressionism,1995,#b1aca4,#d5d1ca,0.27864880273660203,0.2515678449258837
AsiaOceania,Neo-Expressionism,1965,#1d141e,#b1aca4,0.5939406690511256,0.13759730696402273
AsiaOceania,Minimalism,1970,#6e6963,#eae9db,0.31504106427747236,0.22551415190388924
AsiaOceania,Minimalism,1965,#dd2f2e,#110f15,0.547960084176227,0.3668454280089607
AsiaOceania,Lyrical Abstraction,1975,#a9784a,#9c3220,0.18848950021531524,0.18436051371684778
AsiaOceania,Lyrical Abstraction,1970,#d9cfbf,#a6a6af,0.23616335303600214,0.1598602901665771
AsiaOceania,Lyrical Abstraction,1980,#4d5a75,#20171b,0.6270830314447181,0.23648746558469788
AsiaOceania,Lyrical Abstraction,1965,#9c3220,#5b2921,0.6111615702896357,0.1880108991825613
AsiaOceania,Lyrical Abstraction,1960,#20171b,#5b2921,0.48038920654027484,0.22038318788243555
AsiaOceania,Impressionism,1885,#180f0f,#33261b,0.15653277648118577,0.14551856856242068
AsiaOceania,Impressionism,1890,#bab4a2,#ab9979,0.20718730553827006,0.16406347230864965
AsiaOceania,Abstract Expressionism,1955,#b5ac80,#968e63,0.20628267147574542,0.1588580062631752
AsiaOceania,Abstract Expressionism,1950,#297d8b,#1f5e5c,0.2939406515874663,0.2702842913467524
AsiaOceania,Abstract Expressionism,1875,#d6d0b1,#b5ac80,0.5111235483419616,0.19434727857842451
AsiaOceania,Color Field Painting,1970,#f9ba94,#f0a275,0.2706557662202122,0.2416072360410506
AsiaOceania,Magic Realism,2005,#8b8c93,#aaa6a9,0.30268688315327374,0.27999003704972136
AsiaOceania,Magic Realism,1995,#131517,#292b2a,0.33361027673036364,0.18278264204000766
AsiaOceania,Magic Realism,1965,#686c6f,#aaa6a9,0.3486682808716707,0.313317191283293
AsiaOceania,Art Informel,1955,#bbbcc4,#7c7978,0.15741789354473387,0.1393636914324844
AsiaOceania,Art Informel,1965,#dddad2,#282726,0.3513871792443897,0.14269482056623425
AsiaOceania,Art Informel,1960,#aa9966,#46423e,0.23869099932792223,0.15943752261800134
AsiaOceania,Pop Art,1965,#cd4a22,#e0cfc9,0.1235855116865148,0.1169639768740426
AsiaOceania,Pop Art,1960,#adaaa5,#ac5d5a,0.3203361344537815,0.2292436974789916
AsiaOceania,Cubism,1925,#708194,#5a6a7a,0.13785557986870897,0.13661560904449307
AsiaOceania,Surrealism,1940,#d6d6c3,#676653,0.328100624024961,0.16614664586583464
AsiaOceania,Abstract Art,1960,#9ca3ab,#979ca5,0.21931818181818183,0.17045454545454544
Africa,Neo-Expressionism,1960,#cdc6a6,#b8ad91,0.6095490131216231,0.21909802624324623
Africa,Neo-Expressionism,1985,#b8ad91,#988361,0.2804060913705584,0.23918781725888325
Africa,Neo-Expressionism,1995,#c23f24,#474d4f,0.16141248720573184,0.1465711361310133
Africa,Neo-Expressionism,1965,#191721,#4d231c,0.731196445572834,0.14233576642335766
Africa,Lyrical Abstraction,1965,#3e4230,#6b6a45,0.2730040595399188,0.17151556156968878
Africa,Lyrical Abstraction,1960,#8c846e,#aea58a,0.3956260251503554,0.3098961180973209
Africa,Lyrical Abstraction,1950,#3e4230,#6b6a45,0.2889948006932409,0.1645363951473137
Africa,Lyrical Abstraction,1995,#7da359,#c7b462,0.2567798866532273,0.15453957628085657
Africa,Lyrical Abstraction,1985,#c7b462,#7d3e22,0.32384631022565563,0.26184183777190484
Africa,Art Informel,1965,#38271b,#100f0a,0.1643907015532159,0.15813614093609923
Africa,Magic Realism,2000,#8f7069,#81615c,0.18361480416816386,0.17594921547490716
Africa,Pop Art,1970,#288a11,#5b3a17,0.22152813629323698,0.1436241610738255
