ID,Year_split,Year_5,Artist,Title,Style2,Cat2,NatRegion,Ave. art rating,Sentiment,Colorfulness,Image URL,color1,color2,prop1,prop2
57727de7edc2cb3880e91fd9,1815,1815,David Wilkie,"Billy Waters, mariner and street performer/ beggar",Post Renaissance Art,Romanticism,Europe,0.91,0.4540000000000002,53.91743688270057,https://uploads0.wikiart.org/images/david-wilkie/billy-waters-mariner-and-street-performer-beggar-1815.jpg,#f5d445,#73432b,0.8447,0.0895
57727de8edc2cb3880e92048,1813,1815,David Wilkie,The Bag-Piper,Post Renaissance Art,Romanticism,Europe,1.73,0.818,27.48235797743709,https://uploads1.wikiart.org/images/david-wilkie/the-bag-piper-1813.jpg,#443029,#73432b,0.5420646583394563,0.35598824393828066
57727de8edc2cb3880e92035,1817,1815,David Wilkie,The Abbotsford family,Post Renaissance Art,Romanticism,Europe,1.27,1.455,6.215504806530197,https://uploads3.wikiart.org/images/david-wilkie/the-abbotsford-family-1817(1).jpg,#a2884c,#2f3033,0.3185,0.2043
57727de7edc2cb3880e91e43,1815,1815,David Wilkie,Distraining for Rent,Post Renaissance Art,Romanticism,Europe,1.5,-0.2,14.903690818049064,https://uploads2.wikiart.org/images/david-wilkie/distraining-for-rent-1815(1).jpg,#443029,#2f3033,0.4669,0.2078
57727de7edc2cb3880e91ffc,1804,1805,David Wilkie,Pitlessie Fair,Post Renaissance Art,Romanticism,Europe,1.57,1.0,11.46298390472568,https://uploads2.wikiart.org/images/david-wilkie/pitlessie-fair-1804.jpg,#7e6f4f,#443029,0.426,0.2758
57727de8edc2cb3880e92022,1811,1810,David Wilkie,"Sir Robert Liston,  Diplomat",Post Renaissance Art,Romanticism,Europe,0.6,0.7000000000000001,28.908000622665,https://uploads5.wikiart.org/images/david-wilkie/sir-robert-liston-diplomat-1811.jpg,#443029,#2f3033,0.4247032640949555,0.24146884272997032
57727de7edc2cb3880e91f56,1813,1815,David Wilkie,The letter of introduction,Post Renaissance Art,Romanticism,Europe,2.0,0.7999999999999999,22.12894032709203,https://uploads8.wikiart.org/images/david-wilkie/the-letter-of-introduction-1813(1).jpg,#443029,#7e6f4f,0.3382,0.2529
57727de7edc2cb3880e91f66,1818,1820,David Wilkie,The Penny Wedding,Post Renaissance Art,Romanticism,Europe,2.2,1.1,18.063014698549075,https://uploads3.wikiart.org/images/david-wilkie/the-penny-wedding(1).jpg,#443029,#7e6f4f,0.3346,0.223
57727de7edc2cb3880e9200f,1817,1815,David Wilkie,Sheepwashing,Post Renaissance Art,Romanticism,Europe,1.9,0.8000000000000002,6.6221220163932335,https://uploads0.wikiart.org/images/david-wilkie/sheepwashing-1817.jpg,#a2884c,#7e6f4f,0.3901,0.2681
57728297edc2cb3880f81f5b,1909,1910,Lyonel Feininger,"In a Village Near Paris (Street in Paris, Pink Sky)",Modern Art,Expressionism,Americas,1.24,0.596,0.0,https://uploads4.wikiart.org/images/lyonel-feininger/in-a-village-near-paris-street-in-paris-pink-sky-1909.jpg,#6078a3,#81828d,0.5123,0.3903
577281a6edc2cb3880f510b1,1915,1915,Lyonel Feininger,Jesuiten III (Jesuits III),Modern Art,Cubism,Americas,1.0,0.2,27.405701961453204,https://uploads7.wikiart.org/images/lyonel-feininger/jesuiten-iii-jesuits-iii-1915.jpg,#6c4a4d,#8b8d8b,0.3069,0.2153
577281a6edc2cb3880f51151,1916,1915,Lyonel Feininger,The Green Bridge II,Modern Art,Cubism,Americas,1.0,0.7000000000000001,6.841052550594827,https://uploads2.wikiart.org/images/lyonel-feininger/the-green-bridge-ii-1916.jpg,#7f8f68,#8b8d8b,0.4752,0.2421
577281a5edc2cb3880f5101f,1911,1910,Lyonel Feininger,Carnival in Arcueil,Modern Art,Expressionism,Americas,0.83,1.001,49.13135455083647,https://uploads2.wikiart.org/images/lyonel-feininger/carnival-in-arcueil-1911.jpg,#9f9c91,#b29942,0.3918,0.312
577281a6edc2cb3880f51161,1923,1925,Lyonel Feininger,The High Shore,Modern Art,Cubism,Americas,1.3,0.9999999999999998,1.5660459763365826,https://uploads6.wikiart.org/images/lyonel-feininger/the-high-shore-1923.jpg,#8b8d8b,#8d7b60,0.5551,0.2062
577281a6edc2cb3880f510c1,1922,1920,Lyonel Feininger,Lady in Mauve,Modern Art,Cubism,Americas,1.4,0.7,24.34116882978301,https://uploads5.wikiart.org/images/lyonel-feininger/lady-in-mauve-1922.jpg,#8b8d8b,#8d7b60,0.6574,0.0966
577281a6edc2cb3880f51191,1907,1905,Lyonel Feininger,The White Man,Modern Art,Expressionism,Americas,0.9,-0.7000000000000002,12.675665662993795,https://uploads5.wikiart.org/images/lyonel-feininger/the-white-man-1907.jpg,#94986c,#81828d,0.3892,0.1836
5772797dedc2cb3880db5504,1863,1865,Nikolai Ge,Last Supper,Post Renaissance Art,Realism,Europe,0.9,-0.5999999999999999,7.874642849044013,https://uploads1.wikiart.org/images/nikolai-ge/last-supper.jpg,#5c5c4e,#604a34,0.3061010735794711,0.26760932181199265
5772797dedc2cb3880db565a,1871,1870,Nikolai Ge,Peter the Great Interrogating the Tsarevich Alexei Petrovich at Peterhof,Post Renaissance Art,Realism,Europe,1.7,-0.8999999999999999,8.7,https://uploads8.wikiart.org/images/nikolai-ge/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof.jpg,#3a4144,#5c5c4e,0.4464,0.4143
57726e48edc2cb3880b69b14,1857,1855,Charles-Francois Daubigny,Spring,Post Renaissance Art,Realism,Europe,2.2,1.7000000000000002,10.389056742553676,https://uploads7.wikiart.org/images/charles-francois-daubigny/spring-1857.jpg,#5c5c4e,#8b8963,0.8108,0.1289
57726e47edc2cb3880b699f7,1868,1870,Charles-Francois Daubigny,French Coastal Scene,Post Renaissance Art,Realism,Europe,1.7,0.9000000000000001,14.058449416631976,https://uploads3.wikiart.org/images/charles-francois-daubigny/french-coastal-scene-1868.jpg,#3b2a27,#604a34,0.4107,0.3157
57726e49edc2cb3880b69d4f,1865,1865,Charles-Francois Daubigny,The Park at St. Cloud,Post Renaissance Art,Realism,Europe,2.1,1.0,46.38396813555303,https://uploads3.wikiart.org/images/charles-francois-daubigny/the-park-at-st-cloud-1865.jpg,#5c5c4e,#604a34,0.30357142857142855,0.2453416149068323
57726e47edc2cb3880b69a6d,1858,1860,Charles-Francois Daubigny,Morning,Post Renaissance Art,Realism,Europe,1.7,1.1,12.78172523566361,https://uploads8.wikiart.org/images/charles-francois-daubigny/morning-1858.jpg,#3b2a27,#5c5c4e,0.4055,0.3345
57728255edc2cb3880f7644a,1969,1970,Robert Smithson,Mirror and Crushed Shells,Contemporary Art,Minimalism,Americas,0.17,-0.249,14.22708684165525,https://uploads7.wikiart.org/images/robert-smithson/mirror-and-crushed-shells-1969.jpg,#c6c4c0,#a89f84,0.6629039923954373,0.3362642585551331
5772843bedc2cb3880fd334d,1969,1970,Richard Serra,One Ton Prop (House of Cards),Contemporary Art,Minimalism,Americas,-1.7,-0.4,3.276049450176233,https://uploads7.wikiart.org/images/richard-serra/one-ton-prop-house-of-cards-1969.jpg,#a89f84,#c6c4c0,0.4458,0.3444
5772843bedc2cb3880fd337d,1967,1965,Richard Serra,To Lift,Contemporary Art,Minimalism,Americas,-0.31,-0.308,2.147673159491453,https://uploads5.wikiart.org/images/richard-serra/to-lift-1967.jpg,#a89f84,#c6c4c0,0.6063,0.3828
577285b4edc2cb388001c741,1970,1970,Patrick Procktor,"Back Bay in Bombay from the &#39;India, Mother&#39; suite of 7 aquatints",Modern Art,Pop Art,Europe,2.18,1.364,3.5114099732158874,https://uploads8.wikiart.org/images/patrick-procktor/back-bay-in-bombay-from-the-india-mother-suite-of-7-aquatints-1970.jpg,#a6a9a8,#44658f,0.5862,0.4121
577285b4edc2cb388001c751,1971,1970,Patrick Procktor,Back of the Zoo,Modern Art,Pop Art,Europe,0.8,0.9999999999999998,27.673678830253127,https://uploads7.wikiart.org/images/patrick-procktor/back-of-the-zoo-1971.jpg,#557f4c,#baa688,0.8975932611311672,0.07027677496991576
577285b4edc2cb388001c70f,1960,1960,Patrick Procktor,A Group of Polish Pilots,Modern Art,Pop Art,Europe,1.64,1.6369999999999998,8.986239480450097,https://uploads7.wikiart.org/images/patrick-procktor/a-group-of-polish-pilots-1960.jpg,#a6a9a8,#44658f,0.9523754612546126,0.028251845018450183
5772898cedc2cb38800df3fd,1778,1780,George Romney,Admiral John Forbes (1714–1796),Post Renaissance Art,Rococo,Europe,1.8,0.8,11.244998888394788,https://uploads0.wikiart.org/images/george-romney/admiral-john-forbes-1714-1796-1778.jpg,#292826,#535340,0.43502909145158886,0.34327912874832167
5772898cedc2cb38800df420,1783,1785,George Romney,Admiral Sir Francis Geary (1709–1796),Post Renaissance Art,Rococo,Europe,1.73,1.209,0.6,https://uploads6.wikiart.org/images/george-romney/admiral-sir-francis-geary-1709-1796-1783.jpg,#535340,#7a6644,0.3833,0.3419
5772898cedc2cb38800df410,1780,1780,George Romney,Admiral Sir Charles Hardy (c.1716–1780),Post Renaissance Art,Rococo,Europe,1.92,1.335,14.602482665629154,https://uploads8.wikiart.org/images/george-romney/admiral-sir-charles-hardy-c-1716-1780-1780.jpg,#292826,#535340,0.3679404327058162,0.1986513065467828
5772898bedc2cb38800df381,1785,1785,George Romney,A Lady in a Brown Dress. &#39;The Parson&#39;s Daughter&#39;,Post Renaissance Art,Rococo,Europe,1.6,2.1,26.885172493402383,https://uploads7.wikiart.org/images/george-romney/a-lady-in-a-brown-dress-the-parson-s-daughter-1785.jpg,#7a6644,#292826,0.2955,0.2596
5772898cedc2cb38800df463,1772,1770,George Romney,Ann Verelst (1751–1823),Post Renaissance Art,Rococo,Europe,1.7,0.8999999999999998,2.4233241632105265,https://uploads1.wikiart.org/images/george-romney/ann-verelst-1751-1823-1772.jpg,#292826,#69788b,0.6414116885219362,0.17759430144082888
5772898dedc2cb38800df5ec,1778,1780,George Romney,"Charlotte Bettesworth (c.1755–1841), Mrs John Sargent",Post Renaissance Art,Rococo,Europe,1.8,1.4,6.0392466417592185,https://uploads3.wikiart.org/images/george-romney/charlotte-bettesworth-c-1755-1841-mrs-john-sargent-1778.jpg,#535340,#7a6644,0.4124,0.3848
5772849eedc2cb3880fe72ab,1968,1970,Ron Gorchov,Untitled,Modern Art,Color Field Painting,Americas,0.0,0.273,41.58572471413719,https://uploads4.wikiart.org/images/ron-gorchov/untitled-1968.jpg,#405586,#c2c1bf,0.9556692242114238,0.01648195510088093
5772849eedc2cb3880fe722b,1976,1975,Ron Gorchov,Lure II,Modern Art,Color Field Painting,Americas,0.0,0.364,29.424479604574145,https://uploads3.wikiart.org/images/ron-gorchov/lure-ii-1976.jpg,#b94736,#a85f6b,0.39602199223803364,0.2645536869340233
5772849eedc2cb3880fe723b,1974,1975,Ron Gorchov,Old Flame,Modern Art,Color Field Painting,Americas,0.2,0.3999999999999999,67.74372664682686,https://uploads5.wikiart.org/images/ron-gorchov/old-flame-1974.jpg,#d53d19,#c2c1bf,0.5206,0.3426
5772849dedc2cb3880fe71eb,1972,1970,Ron Gorchov,Entrance,Modern Art,Color Field Painting,Americas,0.6,0.4,24.447699278255204,https://uploads4.wikiart.org/images/ron-gorchov/entrance-1972.jpg,#c2c1bf,#405586,0.4394,0.2272
5772849dedc2cb3880fe71fb,1967,1965,Ron Gorchov,Foley,Modern Art,Color Field Painting,Americas,-1.08,0.083,48.10956245903718,https://uploads1.wikiart.org/images/ron-gorchov/foley-1967.jpg,#e6af2f,#c2c1bf,0.6835999511539871,0.13286115520820613
577282b3edc2cb3880f89e19,1976,1975,Louis Cane,Toile d&#233;coup&#233;e,Modern Art,Color Field Painting,Europe,0.3,0.2,14.378890777803411,https://uploads0.wikiart.org/images/louis-cane/toile-d-coup-e-1976.jpg,#824b5e,#cdcdc7,0.9742693773824651,0.02573062261753494
577282b2edc2cb3880f89d67,1976,1975,Louis Cane,Les Grilles,Modern Art,Color Field Painting,Europe,-0.5,0.1650000000000001,12.921783932569063,https://uploads6.wikiart.org/images/louis-cane/les-grilles-1976.jpg,#ca6c41,#824b5e,0.448,0.2947
577282b3edc2cb3880f89dd9,1970,1970,Louis Cane,Toile d&#233;coup&#233;e,Modern Art,Color Field Painting,Europe,0.23,0.462,0.0,https://uploads0.wikiart.org/images/louis-cane/toile-d-coup-e-1970.jpg,#cdcdc7,#e9c030,0.3592128801431127,0.2216457960644007
577282b2edc2cb3880f89d89,1967,1965,Louis Cane,Papier d&#233;coup&#233; et coll&#233;,Modern Art,Color Field Painting,Europe,0.2,-0.0999999999999999,54.31242951664011,https://uploads7.wikiart.org/images/louis-cane/papier-d-coup-et-coll-1967.jpg,#cdcdc7,#824b5e,0.7414740333782524,0.11620192806053696
577282b3edc2cb3880f89e69,1967,1965,Louis Cane,Toile tamponn&#233;e,Modern Art,Color Field Painting,Europe,0.8,0.6,28.014282071829005,https://uploads3.wikiart.org/images/louis-cane/toile-tamponn-e-1967-3.jpg,#4f82b5,#cdcdc7,0.9395243731841171,0.06047562681588292
577284a7edc2cb3880fe813a,1912,1910,Francis Picabia,Dances at the Spring,Modern Art,Cubism,Europe,0.58,0.8319999999999999,16.02474648785434,https://uploads2.wikiart.org/images/francis-picabia/dances-at-the-spring-1912.jpg,#93573c,#795e52,0.5558,0.2357
577276b9edc2cb3880d27bba,1929,1930,Francis Picabia,Villica&#160;safe,Modern Art,Surrealism,Europe,1.8,0.0999999999999999,49.65090633613853,https://uploads7.wikiart.org/images/francis-picabia/villica-safe.jpg,#b9995a,#8e856a,0.5747,0.2765
577276b0edc2cb3880d27165,1931,1930,Francis Picabia,Adam and Eve,Modern Art,Surrealism,Europe,0.8,-0.3,34.550832117331126,https://uploads7.wikiart.org/images/francis-picabia/adam-and-eve.jpg,#b9995a,#686a6a,0.3423,0.268
577276b1edc2cb3880d27178,1930,1930,Francis Picabia,Aello,Modern Art,Surrealism,Europe,1.4,1.6999999999999995,40.61095911204264,https://uploads0.wikiart.org/images/francis-picabia/aello.jpg,#a84f2c,#b9995a,0.6421,0.1989
577276b2edc2cb3880d273d8,1917,1915,Francis Picabia,Machine Turn Quickly,Modern Art,Abstract Art,Europe,0.1,0.0,2.7372431386341987,https://uploads6.wikiart.org/images/francis-picabia/machine-turn-quickly.jpg,#8d877f,#67717d,0.6347,0.2526
57727ca4edc2cb3880e54008,1435,1435,Domenico Veneziano,Madonna and Child,Renaissance Art,Early Renaissance,Europe,0.58,1.0849999999999995,12.625866306911378,https://uploads6.wikiart.org/images/domenico-veneziano/madonna-and-child.jpg,#535452,#877d64,0.3849,0.1894
57727ca4edc2cb3880e540aa,1445,1445,Domenico Veneziano,The Stigmatization of St. Francis,Renaissance Art,Early Renaissance,Europe,1.2,-0.1999999999999998,25.137869838154543,https://uploads3.wikiart.org/images/domenico-veneziano/the-stigmatization-of-st-francis.jpg,#877d64,#765442,0.3904,0.1663
57727ca4edc2cb3880e5409a,1448,1450,Domenico Veneziano,The Miracle of St. Zenobius,Renaissance Art,Early Renaissance,Europe,0.62,-0.4609999999999999,4.080441152620633,https://uploads2.wikiart.org/images/domenico-veneziano/the-miracle-of-st-zenobius-1448.jpg,#57463f,#535452,0.3362,0.2396
57727ca4edc2cb3880e5406a,1445,1445,Domenico Veneziano,St. John in the Desert,Renaissance Art,Early Renaissance,Europe,1.9,1.6,5.366563145999495,https://uploads1.wikiart.org/images/domenico-veneziano/st-john-in-the-desert.jpg,#57463f,#535452,0.4834,0.1827
57727ca4edc2cb3880e5403a,1448,1450,Domenico Veneziano,Martyrdom of St. Lucy,Renaissance Art,Early Renaissance,Europe,0.49,-1.2379999999999998,23.42546691103509,https://uploads0.wikiart.org/images/domenico-veneziano/martyrdom-of-st-lucy.jpg,#535452,#877d64,0.2883,0.2863
57726ff3edc2cb3880bc56a7,1807,1805,Jacques-Louis David,"The Consecration of the Emperor Napoleon and the Coronation of the Empress Josephine by Pope Pius VII, 2nd December 1804",Post Renaissance Art,Neoclassicism,Europe,1.2,1.1,7.1072146442892805,https://uploads6.wikiart.org/images/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807.jpg,#6f4733,#8b7853,0.3319,0.2388
57726ff1edc2cb3880bc543b,1801,1800,Jacques-Louis David,"Napoleon Crossing the Alps at the St Bernard Pass, 20th May 1800",Post Renaissance Art,Neoclassicism,Europe,2.4,0.8,1.8248287590894656,https://uploads3.wikiart.org/images/jacques-louis-david/napoleoncrossing-the-alps-at-the-st-bernard-pass-20th-may-1800-1801.jpg,#655f4d,#8b7853,0.7416,0.1058
57726ff3edc2cb3880bc56b7,1794,1795,Jacques-Louis David,The Death of Bara,Post Renaissance Art,Neoclassicism,Europe,1.1,-1.2,15.620899461938803,https://uploads3.wikiart.org/images/jacques-louis-david/the-death-of-bara-1794.jpg,#8b7853,#6f4733,0.5655,0.3446
57726ff3edc2cb3880bc56ca,1793,1795,Jacques-Louis David,The Death of Marat,Post Renaissance Art,Neoclassicism,Europe,2.3,-1.7,0.6,https://uploads4.wikiart.org/images/jacques-louis-david/the-death-of-marat-1793.jpg,#412e2c,#655f4d,0.29871626069782753,0.1838380513495721
57726ff3edc2cb3880bc579a,1791,1790,Jacques-Louis David,"The Tennis Court Oath, 20th June 1789",Post Renaissance Art,Neoclassicism,Europe,1.27,0.0,7.224956747275377,https://uploads4.wikiart.org/images/jacques-louis-david/the-tennis-court-oath-20th-june-1789-1791.jpg,#8b7853,#b4864b,0.4517,0.43
57726ff1edc2cb3880bc541b,1812,1810,Jacques-Louis David,Napoleon Bonaparte in his Study at the Tuileries,Post Renaissance Art,Neoclassicism,Europe,1.7,-0.1999999999999998,3.2310988842807022,https://uploads7.wikiart.org/images/jacques-louis-david/napoleon-bonaparte-in-his-study-at-the-tuileries-1812.jpg,#333333,#412e2c,0.3275,0.3018
57726ff1edc2cb3880bc53ab,1789,1790,Jacques-Louis David,Lictors Bearing to Brutus the Bodies of his Sons,Post Renaissance Art,Neoclassicism,Europe,0.18,-1.545,0.6,https://uploads7.wikiart.org/images/jacques-louis-david/lictors-bearing-to-brutus-the-bodies-of-his-sons-1789.jpg,#333333,#655f4d,0.5165016501650165,0.16450875856816452
57726ff1edc2cb3880bc53db,1800,1800,Jacques-Louis David,Madame Recamier,Post Renaissance Art,Neoclassicism,Europe,1.5,1.1,6.215504806530197,https://uploads1.wikiart.org/images/jacques-louis-david/madame-recamier-1800.jpg,#333333,#8b7853,0.3217,0.263
57726ff3edc2cb3880bc574a,1784,1785,Jacques-Louis David,The Oath of Horatii,Post Renaissance Art,Neoclassicism,Europe,1.0,0.1820000000000001,8.112490369793976,https://uploads5.wikiart.org/images/jacques-louis-david/the-oath-of-horatii-1784.jpg,#655f4d,#333333,0.2505,0.1873
577288deedc2cb38800bdf0f,1958,1960,Karl Otto Gotz,Untitled,Modern Art,Art Informel,Europe,0.8,-0.5,7.356119901143536,https://uploads7.wikiart.org/images/karl-otto-gotz/untitled-1958.jpg,#754b45,#777779,0.5320063694267516,0.40780254777070063
577288deedc2cb38800bde9f,1947,1945,Karl Otto Gotz,Gilgamesh,Modern Art,Art Informel,Europe,0.3,-0.0999999999999999,3.2310988842807022,https://uploads8.wikiart.org/images/karl-otto-gotz/gilgamesh-1947.jpg,#777779,#b1aa97,0.7573,0.2427
577288deedc2cb38800bdecf,1956,1955,Karl Otto Gotz,Smolbeck,Modern Art,Art Informel,Europe,0.3,-1.3000000000000005,5.41040663906143,https://uploads7.wikiart.org/images/karl-otto-gotz/smolbeck-1956.jpg,#777779,#b1aa97,0.9374,0.0626
577288deedc2cb38800bdeaf,1957,1955,Karl Otto Gotz,Karant 5.7.1957,Modern Art,Art Informel,Europe,0.6,-1.5,1.87949461292125,https://uploads5.wikiart.org/images/karl-otto-gotz/karant-5-7-1957-1957.jpg,#777779,#b1aa97,0.5462,0.4531
577288deedc2cb38800bdeef,1953,1955,Karl Otto Gotz,Untitled,Modern Art,Art Informel,Europe,-0.2,-0.6,2.958462438497403,https://uploads7.wikiart.org/images/karl-otto-gotz/untitled-1953.jpg,#b1aa97,#777779,0.6328328039272307,0.36716719607276926
57726e25edc2cb3880b60a8b,1907,1905,Edvard Munch,The Sick Child (later),Modern Art,Expressionism,Europe,0.91,-1.5460000000000005,13.44656089860898,https://uploads2.wikiart.org/images/edvard-munch/the-sick-child-1886.jpg,#414d52,#5b5246,0.4538,0.2912
57726e1fedc2cb3880b5ffce,1894,1895,Edvard Munch,Ashes,Modern Art,Expressionism,Europe,0.67,-1.5830000000000002,21.986643672921065,https://uploads2.wikiart.org/images/edvard-munch/ashes-1894.jpg,#978259,#5b5246,0.4990603711533944,0.3147756636128729
57726e20edc2cb3880b60185,1893,1895,Edvard Munch,Death in the sickroom,Modern Art,Expressionism,Europe,1.6,-1.5,10.654224514247854,https://uploads0.wikiart.org/images/edvard-munch/death-in-the-sickroom-1893.jpg,#414d52,#b4532d,0.2828,0.2633
57726e1fedc2cb3880b5ffb7,1894,1895,Edvard Munch,Anxiety,Modern Art,Expressionism,Europe,1.4,-1.0,2.3478713763747794,https://uploads4.wikiart.org/images/edvard-munch/anxiety-1894.jpg,#414d52,#b4532d,0.3716,0.1684
57726e21edc2cb3880b60386,1897,1895,Edvard Munch,Kiss,Modern Art,Expressionism,Europe,1.36,0.454,2.958462438497403,https://uploads1.wikiart.org/images/edvard-munch/kiss-1897.jpg,#414d52,#5b5246,0.8211,0.153
57726e21edc2cb3880b603e5,1894,1895,Edvard Munch,Madonna,Modern Art,Expressionism,Europe,1.8,1.6,48.69250455665635,https://uploads4.wikiart.org/images/edvard-munch/madonna-1894.jpg,#5b5246,#978259,0.2996,0.2792
57726e25edc2cb3880b60a48,1893,1895,Edvard Munch,The Scream,Modern Art,Expressionism,Europe,1.8,-0.8999999999999999,22.553935355055,https://uploads1.wikiart.org/images/edvard-munch/the-scream-1893(2).jpg,#978259,#5b5246,0.2631,0.2538
577288ddedc2cb38800bde1d,1955,1955,Herbert Zangs,Peinture-Relief,Contemporary Art,Minimalism,Europe,-0.8,0.1,2.460182920028509,https://uploads4.wikiart.org/images/herbert-zangs/peinture-relief-1955.jpg,#ced0cd,#cfc4af,0.9968367777309153,0.0031632222690847742
577288ddedc2cb38800bde5d,1958,1960,Herbert Zangs,Untitled,Contemporary Art,Minimalism,Europe,0.09,-0.091,0.0,https://uploads6.wikiart.org/images/herbert-zangs/untitled-1958.jpg,#ced0cd,,1.0,
577288ddedc2cb38800bddbd,1955,1955,Herbert Zangs,Folding,Contemporary Art,Minimalism,Europe,0.08,-0.25,7.517978451685,https://uploads5.wikiart.org/images/herbert-zangs/folding-1955.jpg,#cfc4af,#ced0cd,0.9990291262135922,0.000970873786407767
577288ddedc2cb38800bdddd,1953,1955,Herbert Zangs,Gro&#223;e Kn&#252;pfung,Contemporary Art,Minimalism,Europe,-0.9,0.4,4.8373546489791295,https://uploads3.wikiart.org/images/herbert-zangs/gro-e-kn-pfung-1953.jpg,#ced0cd,#cfc4af,0.9946,0.0054
577288ddedc2cb38800bde4d,1953,1955,Herbert Zangs,Untitled,Contemporary Art,Minimalism,Europe,0.2,0.1,11.538305768179312,https://uploads6.wikiart.org/images/herbert-zangs/untitled-1953.jpg,#cfc4af,#ced0cd,0.8962,0.1038
