ID,Year_split,Year_5,Artist,Title,Style2,Cat2,NatRegion,Ave. art rating,Sentiment,Colorfulness,Image URL,color1,color2,prop1,prop2
58d1240cedc2c94f900fc610,1920,1920,Vadym Meller,Monk. For the Play &#39;Mazeppa&#39;,Modern Art,Cubism,Europe,0.82,-0.273,15.32351135,https://uploads2.wikiart.org/00124/images/vadym-meller/monk-for-the-play-mazeppa-1920.jpg,#d19653,#bfb4a3,0.469596491,0.218169591
58d1240cedc2c94f900fc616,1919,1920,Vadym Meller,Mask. For the Ballet Studio of B.Nizhinskaya,Modern Art,Cubism,Europe,0.8,-0.2,51.68300011,https://uploads2.wikiart.org/00124/images/vadym-meller/mask-for-the-ballet-studio-of-b-nizhinskaya-1919.jpg,#d19653,#9c5430,0.672948864,0.094801136
58d1240cedc2c94f900fc602,1923,1925,Vadym Meller,A Sketch of a Man&#39;s Costume for the Play by E. Sinclair &#39;Jimmie Higgins&#39;,Modern Art,Cubism,Europe,0.82,0.273,8.586763069,https://uploads1.wikiart.org/00124/images/vadym-meller/a-sketch-of-a-man-s-costume-for-the-play-by-e-sinclair-jimmie-higgins-1923.jpg,#9c5430,#5b6363,0.257521695,0.218163664
57727de7edc2cb3880e91f26,1828,1830,David Wilkie,The Defence of Sarago&#231;a,Post Renaissance Art,Romanticism,Europe,1.69,-0.463,3.132091953,https://uploads6.wikiart.org/images/david-wilkie/the-defence-of-sarago-a.jpg,#16110f,#362b23,0.335195093,0.141501408
57727de7edc2cb3880e91fd9,1815,1815,David Wilkie,"Billy Waters, mariner and street performer/ beggar",Post Renaissance Art,Romanticism,Europe,0.91,0.454,53.91743688,https://uploads0.wikiart.org/images/david-wilkie/billy-waters-mariner-and-street-performer-beggar-1815.jpg,#d6b358,#7a6950,0.869215064,0.04366833
57727de8edc2cb3880e92048,1813,1815,David Wilkie,The Bag-Piper,Post Renaissance Art,Romanticism,Europe,1.73,0.818,27.48235798,https://uploads1.wikiart.org/images/david-wilkie/the-bag-piper-1813.jpg,#362b23,#16110f,0.509130744,0.231941674
57727de8edc2cb3880e92035,1817,1815,David Wilkie,The Abbotsford family,Post Renaissance Art,Romanticism,Europe,1.27,1.455,6.215504807,https://uploads3.wikiart.org/images/david-wilkie/the-abbotsford-family-1817(1).jpg,#362b23,#7a6950,0.284980257,0.208619483
57727de7edc2cb3880e91e43,1815,1815,David Wilkie,Distraining for Rent,Post Renaissance Art,Romanticism,Europe,1.5,-0.2,14.90369082,https://uploads2.wikiart.org/images/david-wilkie/distraining-for-rent-1815(1).jpg,#362b23,#16110f,0.385677249,0.321613757
57727de7edc2cb3880e91ffc,1804,1805,David Wilkie,Pitlessie Fair,Post Renaissance Art,Romanticism,Europe,1.57,1,11.4629839,https://uploads2.wikiart.org/images/david-wilkie/pitlessie-fair-1804.jpg,#948c79,#362b23,0.309495401,0.245699727
57727de8edc2cb3880e92022,1811,1810,David Wilkie,"Sir Robert Liston,  Diplomat",Post Renaissance Art,Romanticism,Europe,0.6,0.7,28.90800062,https://uploads5.wikiart.org/images/david-wilkie/sir-robert-liston-diplomat-1811.jpg,#362b23,#594736,0.884651741,0.037849641
57727de7edc2cb3880e91f56,1813,1815,David Wilkie,The letter of introduction,Post Renaissance Art,Romanticism,Europe,2,0.8,22.12894033,https://uploads8.wikiart.org/images/david-wilkie/the-letter-of-introduction-1813(1).jpg,#594736,#362b23,0.241123979,0.239725299
57727de7edc2cb3880e91f66,1818,1820,David Wilkie,The Penny Wedding,Post Renaissance Art,Romanticism,Europe,2.2,1.1,18.0630147,https://uploads3.wikiart.org/images/david-wilkie/the-penny-wedding(1).jpg,#16110f,#362b23,0.452321402,0.23340957
57727de7edc2cb3880e9200f,1817,1815,David Wilkie,Sheepwashing,Post Renaissance Art,Romanticism,Europe,1.9,0.8,6.622122016,https://uploads0.wikiart.org/images/david-wilkie/sheepwashing-1817.jpg,#16110f,#362b23,0.333787167,0.14324987
57728297edc2cb3880f81f5b,1909,1910,Lyonel Feininger,"In a Village Near Paris (Street in Paris, Pink Sky)",Modern Art,Expressionism,Americas,1.24,0.596,0,https://uploads4.wikiart.org/images/lyonel-feininger/in-a-village-near-paris-street-in-paris-pink-sky-1909.jpg,#5c7ba9,#d8d4d9,0.399022152,0.269136076
577281a6edc2cb3880f510b1,1915,1915,Lyonel Feininger,Jesuiten III (Jesuits III),Modern Art,Cubism,Americas,1,0.2,27.40570196,https://uploads7.wikiart.org/images/lyonel-feininger/jesuiten-iii-jesuits-iii-1915.jpg,#251f1c,#454849,0.316145363,0.231538847
577281a6edc2cb3880f51151,1916,1915,Lyonel Feininger,The Green Bridge II,Modern Art,Cubism,Americas,1,0.7,6.841052551,https://uploads2.wikiart.org/images/lyonel-feininger/the-green-bridge-ii-1916.jpg,#454849,#251f1c,0.406294264,0.172713217
577281a5edc2cb3880f5101f,1911,1910,Lyonel Feininger,Carnival in Arcueil,Modern Art,Expressionism,Americas,0.83,1.001,49.13135455,https://uploads2.wikiart.org/images/lyonel-feininger/carnival-in-arcueil-1911.jpg,#b4884a,#382d2c,0.319750042,0.291413758
577281a6edc2cb3880f51161,1923,1925,Lyonel Feininger,The High Shore,Modern Art,Cubism,Americas,1.3,1,1.566045976,https://uploads6.wikiart.org/images/lyonel-feininger/the-high-shore-1923.jpg,#251f1c,#9b9b94,0.288386525,0.192700946
577281a6edc2cb3880f510c1,1922,1920,Lyonel Feininger,Lady in Mauve,Modern Art,Cubism,Americas,1.4,0.7,24.34116883,https://uploads5.wikiart.org/images/lyonel-feininger/lady-in-mauve-1922.jpg,#251f1c,#cbc0b1,0.431175895,0.171261655
577281a6edc2cb3880f51191,1907,1905,Lyonel Feininger,The White Man,Modern Art,Expressionism,Americas,0.9,-0.7,12.67566566,https://uploads5.wikiart.org/images/lyonel-feininger/the-white-man-1907.jpg,#5c7ba9,#86857e,0.225250204,0.21146344
5772797dedc2cb3880db5504,1863,1865,Nikolai Ge,Last Supper,Post Renaissance Art,Realism,Europe,0.9,-0.6,7.874642849,https://uploads1.wikiart.org/images/nikolai-ge/last-supper.jpg,#1e1814,#3e3123,0.634246732,0.230676831
5772797dedc2cb3880db565a,1871,1870,Nikolai Ge,Peter the Great Interrogating the Tsarevich Alexei Petrovich at Peterhof,Post Renaissance Art,Realism,Europe,1.7,-0.9,8.7,https://uploads8.wikiart.org/images/nikolai-ge/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof.jpg,#1e1814,#3e3123,0.532461728,0.247318136
57726e48edc2cb3880b69b14,1857,1855,Charles-Francois Daubigny,Spring,Post Renaissance Art,Realism,Europe,2.2,1.7,10.38905674,https://uploads7.wikiart.org/images/charles-francois-daubigny/spring-1857.jpg,#c3ba9d,#1e1814,0.28477344,0.264558619
57726e47edc2cb3880b699f7,1868,1870,Charles-Francois Daubigny,French Coastal Scene,Post Renaissance Art,Realism,Europe,1.7,0.9,14.05844942,https://uploads3.wikiart.org/images/charles-francois-daubigny/french-coastal-scene-1868.jpg,#826d4b,#8d908a,0.2638639,0.239042872
57726e49edc2cb3880b69d4f,1865,1865,Charles-Francois Daubigny,The Park at St. Cloud,Post Renaissance Art,Realism,Europe,2.1,1,46.38396814,https://uploads3.wikiart.org/images/charles-francois-daubigny/the-park-at-st-cloud-1865.jpg,#1e1814,#3e3123,0.364385113,0.186877023
57726e47edc2cb3880b69a6d,1858,1860,Charles-Francois Daubigny,Morning,Post Renaissance Art,Realism,Europe,1.7,1.1,12.78172524,https://uploads8.wikiart.org/images/charles-francois-daubigny/morning-1858.jpg,#c3ba9d,#dbded4,0.440412454,0.355626099
57728255edc2cb3880f7644a,1969,1970,Robert Smithson,Mirror and Crushed Shells,Contemporary Art,Minimalism,Americas,0.17,-0.249,14.22708684,https://uploads7.wikiart.org/images/robert-smithson/mirror-and-crushed-shells-1969.jpg,#ebe8e5,#454340,0.264318722,0.209072823
5772843bedc2cb3880fd334d,1969,1970,Richard Serra,One Ton Prop (House of Cards),Contemporary Art,Minimalism,Americas,-1.7,-0.4,3.27604945,https://uploads7.wikiart.org/images/richard-serra/one-ton-prop-house-of-cards-1969.jpg,#454340,#807a6f,0.357807562,0.23436853
5772843bedc2cb3880fd337d,1967,1965,Richard Serra,To Lift,Contemporary Art,Minimalism,Americas,-0.31,-0.308,2.147673159,https://uploads5.wikiart.org/images/richard-serra/to-lift-1967.jpg,#afa798,#454340,0.472405333,0.176090667
577285b4edc2cb388001c741,1970,1970,Patrick Procktor,"Back Bay in Bombay from the &#39;India, Mother&#39; suite of 7 aquatints",Modern Art,Pop Art,Europe,2.18,1.364,3.511409973,https://uploads8.wikiart.org/images/patrick-procktor/back-bay-in-bombay-from-the-india-mother-suite-of-7-aquatints-1970.jpg,#bebbae,#82837b,0.668596882,0.240074946
577285b4edc2cb388001c751,1971,1970,Patrick Procktor,Back of the Zoo,Modern Art,Pop Art,Europe,0.8,1,27.67367883,https://uploads7.wikiart.org/images/patrick-procktor/back-of-the-zoo-1971.jpg,#c89c4f,#82837b,0.346359556,0.306654056
577285b4edc2cb388001c70f,1960,1960,Patrick Procktor,A Group of Polish Pilots,Modern Art,Pop Art,Europe,1.64,1.637,8.98623948,https://uploads7.wikiart.org/images/patrick-procktor/a-group-of-polish-pilots-1960.jpg,#bebbae,#82837b,0.685591639,0.159004237
5772898cedc2cb38800df3fd,1778,1780,George Romney,Admiral John Forbes (1714–1796),Post Renaissance Art,Rococo,Europe,1.8,0.8,11.24499889,https://uploads0.wikiart.org/images/george-romney/admiral-john-forbes-1714-1796-1778.jpg,#362a21,#18130f,0.345938807,0.245893407
5772898cedc2cb38800df420,1783,1785,George Romney,Admiral Sir Francis Geary (1709–1796),Post Renaissance Art,Rococo,Europe,1.73,1.209,0.6,https://uploads6.wikiart.org/images/george-romney/admiral-sir-francis-geary-1709-1796-1783.jpg,#362a21,#18130f,0.227101937,0.189711068
5772898cedc2cb38800df410,1780,1780,George Romney,Admiral Sir Charles Hardy (c.1716–1780),Post Renaissance Art,Rococo,Europe,1.92,1.335,14.60248267,https://uploads8.wikiart.org/images/george-romney/admiral-sir-charles-hardy-c-1716-1780-1780.jpg,#18130f,#362a21,0.400258385,0.246285367
5772898bedc2cb38800df381,1785,1785,George Romney,A Lady in a Brown Dress. &#39;The Parson&#39;s Daughter&#39;,Post Renaissance Art,Rococo,Europe,1.6,2.1,26.88517249,https://uploads7.wikiart.org/images/george-romney/a-lady-in-a-brown-dress-the-parson-s-daughter-1785.jpg,#362a21,#a8895c,0.365860369,0.213280852
5772898cedc2cb38800df463,1772,1770,George Romney,Ann Verelst (1751–1823),Post Renaissance Art,Rococo,Europe,1.7,0.9,2.423324163,https://uploads1.wikiart.org/images/george-romney/ann-verelst-1751-1823-1772.jpg,#18130f,#362a21,0.587158954,0.098401956
5772898dedc2cb38800df5ec,1778,1780,George Romney,"Charlotte Bettesworth (c.1755–1841), Mrs John Sargent",Post Renaissance Art,Rococo,Europe,1.8,1.4,6.039246642,https://uploads3.wikiart.org/images/george-romney/charlotte-bettesworth-c-1755-1841-mrs-john-sargent-1778.jpg,#dadcd9,#362a21,0.197555883,0.147807664
5772849eedc2cb3880fe72ab,1968,1970,Ron Gorchov,Untitled,Modern Art,Color Field Painting,Americas,0,0.273,41.58572471,https://uploads4.wikiart.org/images/ron-gorchov/untitled-1968.jpg,#3c6b99,#22262d,0.971409597,0.017333555
5772849eedc2cb3880fe722b,1976,1975,Ron Gorchov,Lure II,Modern Art,Color Field Painting,Americas,0,0.364,29.4244796,https://uploads3.wikiart.org/images/ron-gorchov/lure-ii-1976.jpg,#ece9e1,#c13521,0.435254315,0.231704367
5772849eedc2cb3880fe723b,1974,1975,Ron Gorchov,Old Flame,Modern Art,Color Field Painting,Americas,0.2,0.4,67.74372665,https://uploads5.wikiart.org/images/ron-gorchov/old-flame-1974.jpg,#c13521,#ece9e1,0.584455285,0.281688041
5772849dedc2cb3880fe71eb,1972,1970,Ron Gorchov,Entrance,Modern Art,Color Field Painting,Americas,0.6,0.4,24.44769928,https://uploads4.wikiart.org/images/ron-gorchov/entrance-1972.jpg,#3c6b99,#cdb9a4,0.218368848,0.178101234
5772849dedc2cb3880fe71fb,1967,1965,Ron Gorchov,Foley,Modern Art,Color Field Painting,Americas,-1.08,0.083,48.10956246,https://uploads1.wikiart.org/images/ron-gorchov/foley-1967.jpg,#e5ae24,#ece9e1,0.598416774,0.23580445
577282b3edc2cb3880f89e19,1976,1975,Louis Cane,Toile d&#233;coup&#233;e,Modern Art,Color Field Painting,Europe,0.3,0.2,14.37889078,https://uploads0.wikiart.org/images/louis-cane/toile-d-coup-e-1976.jpg,#3b3547,#7a6f48,0.544221725,0.375972178
577282b2edc2cb3880f89d67,1976,1975,Louis Cane,Les Grilles,Modern Art,Color Field Painting,Europe,-0.5,0.165,12.92178393,https://uploads6.wikiart.org/images/louis-cane/les-grilles-1976.jpg,#3b3547,#de6534,0.432162849,0.301750728
577282b3edc2cb3880f89dd9,1970,1970,Louis Cane,Toile d&#233;coup&#233;e,Modern Art,Color Field Painting,Europe,0.23,0.462,0,https://uploads0.wikiart.org/images/louis-cane/toile-d-coup-e-1970.jpg,#ede9e4,#3b3547,0.516826627,0.129160002
577282b2edc2cb3880f89d89,1967,1965,Louis Cane,Papier d&#233;coup&#233; et coll&#233;,Modern Art,Color Field Painting,Europe,0.2,-0.1,54.31242952,https://uploads7.wikiart.org/images/louis-cane/papier-d-coup-et-coll-1967.jpg,#ede9e4,#c7baab,0.50225569,0.191194819
577282b3edc2cb3880f89e69,1967,1965,Louis Cane,Toile tamponn&#233;e,Modern Art,Color Field Painting,Europe,0.8,0.6,28.01428207,https://uploads3.wikiart.org/images/louis-cane/toile-tamponn-e-1967-3.jpg,#4990bc,#ede9e4,0.673724083,0.208732057
577284a7edc2cb3880fe813a,1912,1910,Francis Picabia,Dances at the Spring,Modern Art,Cubism,Europe,0.58,0.832,16.02474649,https://uploads2.wikiart.org/images/francis-picabia/dances-at-the-spring-1912.jpg,#9c5430,#d19653,0.27640548,0.229978448
577276b9edc2cb3880d27bba,1929,1930,Francis Picabia,Villica&#160;safe,Modern Art,Surrealism,Europe,1.8,0.1,49.65090634,https://uploads7.wikiart.org/images/francis-picabia/villica-safe.jpg,#c6a066,#935f3c,0.31347601,0.171299317
577276b0edc2cb3880d27165,1931,1930,Francis Picabia,Adam and Eve,Modern Art,Surrealism,Europe,0.8,-0.3,34.55083212,https://uploads7.wikiart.org/images/francis-picabia/adam-and-eve.jpg,#493c34,#1d1917,0.270690212,0.248480538
577276b1edc2cb3880d27178,1930,1930,Francis Picabia,Aello,Modern Art,Surrealism,Europe,1.4,1.7,40.61095911,https://uploads0.wikiart.org/images/francis-picabia/aello.jpg,#935f3c,#c6a066,0.52640967,0.236472241
577276b2edc2cb3880d273d8,1917,1915,Francis Picabia,Machine Turn Quickly,Modern Art,Abstract Art,Europe,0.1,0,2.737243139,https://uploads6.wikiart.org/images/francis-picabia/machine-turn-quickly.jpg,#1b1816,#616b6e,0.528684707,0.116044682
57727ca4edc2cb3880e54008,1435,1435,Domenico Veneziano,Madonna and Child,Renaissance Art,Early Renaissance,Europe,0.58,1.085,12.62586631,https://uploads6.wikiart.org/images/domenico-veneziano/madonna-and-child.jpg,#4b372b,#70533f,0.230218102,0.188513546
57727ca4edc2cb3880e540aa,1445,1445,Domenico Veneziano,The Stigmatization of St. Francis,Renaissance Art,Early Renaissance,Europe,1.2,-0.2,25.13786984,https://uploads3.wikiart.org/images/domenico-veneziano/the-stigmatization-of-st-francis.jpg,#b29c81,#70533f,0.272588681,0.201103402
57727ca4edc2cb3880e5409a,1448,1450,Domenico Veneziano,The Miracle of St. Zenobius,Renaissance Art,Early Renaissance,Europe,0.62,-0.461,4.080441153,https://uploads2.wikiart.org/images/domenico-veneziano/the-miracle-of-st-zenobius-1448.jpg,#d1c3af,#231a16,0.270917175,0.16717524
57727ca4edc2cb3880e5406a,1445,1445,Domenico Veneziano,St. John in the Desert,Renaissance Art,Early Renaissance,Europe,1.9,1.6,5.366563146,https://uploads1.wikiart.org/images/domenico-veneziano/st-john-in-the-desert.jpg,#d1c3af,#b29c81,0.281016711,0.193156552
57727ca4edc2cb3880e5403a,1448,1450,Domenico Veneziano,Martyrdom of St. Lucy,Renaissance Art,Early Renaissance,Europe,0.49,-1.238,23.42546691,https://uploads0.wikiart.org/images/domenico-veneziano/martyrdom-of-st-lucy.jpg,#d1c3af,#ac7348,0.31403277,0.160777645
57726ff3edc2cb3880bc56a7,1807,1805,Jacques-Louis David,"The Consecration of the Emperor Napoleon and the Coronation of the Empress Josephine by Pope Pius VII, 2nd December 1804",Post Renaissance Art,Neoclassicism,Europe,1.2,1.1,7.107214644,https://uploads6.wikiart.org/images/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807.jpg,#171211,#3c2c23,0.332379333,0.280545837
57726ff1edc2cb3880bc543b,1801,1800,Jacques-Louis David,"Napoleon Crossing the Alps at the St Bernard Pass, 20th May 1800",Post Renaissance Art,Neoclassicism,Europe,2.4,0.8,1.824828759,https://uploads3.wikiart.org/images/jacques-louis-david/napoleoncrossing-the-alps-at-the-st-bernard-pass-20th-may-1800-1801.jpg,#7d7c77,#3c2c23,0.276550781,0.259400391
57726ff3edc2cb3880bc56b7,1794,1795,Jacques-Louis David,The Death of Bara,Post Renaissance Art,Neoclassicism,Europe,1.1,-1.2,15.62089946,https://uploads3.wikiart.org/images/jacques-louis-david/the-death-of-bara-1794.jpg,#8e6040,#ba956b,0.485616725,0.286145074
57726ff3edc2cb3880bc56ca,1793,1795,Jacques-Louis David,The Death of Marat,Post Renaissance Art,Neoclassicism,Europe,2.3,-1.7,0.6,https://uploads4.wikiart.org/images/jacques-louis-david/the-death-of-marat-1793.jpg,#171211,#3c2c23,0.503522119,0.18416238
57726ff3edc2cb3880bc579a,1791,1790,Jacques-Louis David,"The Tennis Court Oath, 20th June 1789",Post Renaissance Art,Neoclassicism,Europe,1.27,0,7.224956747,https://uploads4.wikiart.org/images/jacques-louis-david/the-tennis-court-oath-20th-june-1789-1791.jpg,#8e6040,#ba956b,0.364569236,0.293052945
57726ff1edc2cb3880bc541b,1812,1810,Jacques-Louis David,Napoleon Bonaparte in his Study at the Tuileries,Post Renaissance Art,Neoclassicism,Europe,1.7,-0.2,3.231098884,https://uploads7.wikiart.org/images/jacques-louis-david/napoleon-bonaparte-in-his-study-at-the-tuileries-1812.jpg,#171211,#3c2c23,0.353858777,0.353756854
57726ff1edc2cb3880bc53ab,1789,1790,Jacques-Louis David,Lictors Bearing to Brutus the Bodies of his Sons,Post Renaissance Art,Neoclassicism,Europe,0.18,-1.545,0.6,https://uploads7.wikiart.org/images/jacques-louis-david/lictors-bearing-to-brutus-the-bodies-of-his-sons-1789.jpg,#171211,#3c2c23,0.545084484,0.246404785
57726ff1edc2cb3880bc53db,1800,1800,Jacques-Louis David,Madame Recamier,Post Renaissance Art,Neoclassicism,Europe,1.5,1.1,6.215504807,https://uploads1.wikiart.org/images/jacques-louis-david/madame-recamier-1800.jpg,#171211,#3c2c23,0.316877148,0.291644898
57726ff3edc2cb3880bc574a,1784,1785,Jacques-Louis David,The Oath of Horatii,Post Renaissance Art,Neoclassicism,Europe,1,0.182,8.11249037,https://uploads5.wikiart.org/images/jacques-louis-david/the-oath-of-horatii-1784.jpg,#3c2c23,#5b4d40,0.322802184,0.262158332
577288deedc2cb38800bdf0f,1958,1960,Karl Otto Gotz,Untitled,Modern Art,Art Informel,Europe,0.8,-0.5,7.356119901,https://uploads7.wikiart.org/images/karl-otto-gotz/untitled-1958.jpg,#ece8e1,#cdc3b2,0.376619718,0.247837246
577288deedc2cb38800bde9f,1947,1945,Karl Otto Gotz,Gilgamesh,Modern Art,Art Informel,Europe,0.3,-0.1,3.231098884,https://uploads8.wikiart.org/images/karl-otto-gotz/gilgamesh-1947.jpg,#cdc3b2,#6d7170,0.235308642,0.232846365
577288deedc2cb38800bdecf,1956,1955,Karl Otto Gotz,Smolbeck,Modern Art,Art Informel,Europe,0.3,-1.3,5.410406639,https://uploads7.wikiart.org/images/karl-otto-gotz/smolbeck-1956.jpg,#ece8e1,#261f1c,0.450824598,0.264339623
577288deedc2cb38800bdeaf,1957,1955,Karl Otto Gotz,Karant 5.7.1957,Modern Art,Art Informel,Europe,0.6,-1.5,1.879494613,https://uploads5.wikiart.org/images/karl-otto-gotz/karant-5-7-1957-1957.jpg,#261f1c,#cdc3b2,0.236955187,0.224681809
577288deedc2cb38800bdeef,1953,1955,Karl Otto Gotz,Untitled,Modern Art,Art Informel,Europe,-0.2,-0.6,2.958462438,https://uploads7.wikiart.org/images/karl-otto-gotz/untitled-1953.jpg,#ece8e1,#261f1c,0.530883002,0.154694628
57726e25edc2cb3880b60a8b,1907,1905,Edvard Munch,The Sick Child (later),Modern Art,Expressionism,Europe,0.91,-1.546,13.4465609,https://uploads2.wikiart.org/images/edvard-munch/the-sick-child-1886.jpg,#4a3f33,#241f1c,0.35484124,0.21648312
57726e1fedc2cb3880b5ffce,1894,1895,Edvard Munch,Ashes,Modern Art,Expressionism,Europe,0.67,-1.583,21.98664367,https://uploads2.wikiart.org/images/edvard-munch/ashes-1894.jpg,#241f1c,#4a3f33,0.460843787,0.170517083
57726e20edc2cb3880b60185,1893,1895,Edvard Munch,Death in the sickroom,Modern Art,Expressionism,Europe,1.6,-1.5,10.65422451,https://uploads0.wikiart.org/images/edvard-munch/death-in-the-sickroom-1893.jpg,#cb9a4b,#241f1c,0.224715202,0.155525052
57726e1fedc2cb3880b5ffb7,1894,1895,Edvard Munch,Anxiety,Modern Art,Expressionism,Europe,1.4,-1,2.347871376,https://uploads4.wikiart.org/images/edvard-munch/anxiety-1894.jpg,#241f1c,#cb9a4b,0.450800813,0.217077236
57726e21edc2cb3880b60386,1897,1895,Edvard Munch,Kiss,Modern Art,Expressionism,Europe,1.36,0.454,2.958462438,https://uploads1.wikiart.org/images/edvard-munch/kiss-1897.jpg,#4a3f33,#241f1c,0.530032983,0.198716776
57726e21edc2cb3880b603e5,1894,1895,Edvard Munch,Madonna,Modern Art,Expressionism,Europe,1.8,1.6,48.69250456,https://uploads4.wikiart.org/images/edvard-munch/madonna-1894.jpg,#8e5a37,#4a3f33,0.284089762,0.238669561
57726e25edc2cb3880b60a48,1893,1895,Edvard Munch,The Scream,Modern Art,Expressionism,Europe,1.8,-0.9,22.55393536,https://uploads1.wikiart.org/images/edvard-munch/the-scream-1893(2).jpg,#8e5a37,#4a3f33,0.344126629,0.196125078
577288ddedc2cb38800bde1d,1955,1955,Herbert Zangs,Peinture-Relief,Contemporary Art,Minimalism,Europe,-0.8,0.1,2.46018292,https://uploads4.wikiart.org/images/herbert-zangs/peinture-relief-1955.jpg,#d2cec2,#b8b09e,0.625900383,0.295212745
577288ddedc2cb38800bde5d,1958,1960,Herbert Zangs,Untitled,Contemporary Art,Minimalism,Europe,0.09,-0.091,0,https://uploads6.wikiart.org/images/herbert-zangs/untitled-1958.jpg,#20202c,#7e7566,0.937768313,0.061670554
577288ddedc2cb38800bddbd,1955,1955,Herbert Zangs,Folding,Contemporary Art,Minimalism,Europe,0.08,-0.25,7.517978452,https://uploads5.wikiart.org/images/herbert-zangs/folding-1955.jpg,#d2cec2,#b8b09e,0.562636494,0.33277658
577288ddedc2cb38800bdddd,1953,1955,Herbert Zangs,Gro&#223;e Kn&#252;pfung,Contemporary Art,Minimalism,Europe,-0.9,0.4,4.837354649,https://uploads3.wikiart.org/images/herbert-zangs/gro-e-kn-pfung-1953.jpg,#d2cec2,#ecece8,0.534803224,0.329873953
577288ddedc2cb38800bde4d,1953,1955,Herbert Zangs,Untitled,Contemporary Art,Minimalism,Europe,0.2,0.1,11.53830577,https://uploads6.wikiart.org/images/herbert-zangs/untitled-1953.jpg,#d2cec2,#b8b09e,0.706667372,0.155066315
577287d9edc2cb38800895a7,1964,1965,Joan Brown,Self Portrait with Cloud &amp; Cigarette,Modern Art,Neo-Expressionism,Americas,0.09,-1.001,11.4629839,https://uploads2.wikiart.org/images/joan-brown/self-portrait-with-cloud-cigarette-1964.jpg,#d2923a,#201c1c,0.463550296,0.256974852
577287daedc2cb3880089637,1976,1975,Joan Brown,The Kiss,Modern Art,Neo-Expressionism,Americas,2.2,1.5,6.997142274,https://uploads3.wikiart.org/images/joan-brown/the-kiss-1976.jpg,#8b3e26,#907f6d,0.630306886,0.146983533
