ID,Year_split,Year_5,Artist,Title,Style2,Cat2,NatRegion,Ave. art rating,Sentiment,colorh,colorl,colors,Colorfulness,Image URL,color1,quant1,color2,quant2,color3,quant3,color4,quant4,color5,quant5
58d1240cedc2c94f900fc602,1923,1925,Vadym Meller,A Sketch of a Man&#39;s Costume for the Play by E. Sinclair &#39;Jimmie Higgins&#39;,Modern Art,Cubism,Europe,0.82,0.273,35.625000000000036,23.529411764705877,73.33333333333333,8.586763068817026,https://uploads1.wikiart.org/00124/images/vadym-meller/a-sketch-of-a-man-s-costume-for-the-play-by-e-sinclair-jimmie-higgins-1923.jpg,#b08e68,26441,#9e3a23,19462.0,#604534,12872.0,#004fb6,12580.0,#4e575e,11015.0
57727de7edc2cb3880e91f26,1828,1830,David Wilkie,The Defence of Sarago&#231;a,Post Renaissance Art,Romanticism,Europe,1.69,-0.4630000000000001,312.0,18.51851851851852,10.588235294117649,3.132091952673165,https://uploads6.wikiart.org/images/david-wilkie/the-defence-of-sarago-a.jpg,#090909,120347,#29211e,38906.0,#b9b2ac,31086.0,#ddcba5,27400.0,#463227,23565.0
57727de7edc2cb3880e91fd9,1815,1815,David Wilkie,"Billy Waters, mariner and street performer/ beggar",Post Renaissance Art,Romanticism,Europe,0.91,0.4540000000000002,8.275862068965514,69.6,49.01960784313725,53.91743688270057,https://uploads0.wikiart.org/images/david-wilkie/billy-waters-mariner-and-street-performer-beggar-1815.jpg,#fcd645,126061,#e8b623,4641.0,#dc3c24,4537.0,#3f1c00,3077.0,#f0d797,2896.0
57727de8edc2cb3880e92048,1813,1815,David Wilkie,The Bag-Piper,Post Renaissance Art,Romanticism,Europe,1.73,0.818,27.92079207920792,43.722943722943725,45.29411764705882,27.48235797743709,https://uploads1.wikiart.org/images/david-wilkie/the-bag-piper-1813.jpg,#21201e,113784,#3f201e,99148.0,#5d2e26,20507.0,#7c3d2b,11223.0,#ce9138,9789.0
57727de8edc2cb3880e92035,1817,1815,David Wilkie,The Abbotsford family,Post Renaissance Art,Romanticism,Europe,1.27,1.455,231.8181818181818,25.581395348837205,16.862745098039216,6.215504806530197,https://uploads3.wikiart.org/images/david-wilkie/the-abbotsford-family-1817(1).jpg,#1a1f33,37526,#826d38,20723.0,#392d37,14723.0,#9b8742,11676.0,#4d403a,11392.0
57727de7edc2cb3880e91e43,1815,1815,David Wilkie,Distraining for Rent,Post Renaissance Art,Romanticism,Europe,1.5,-0.20000000000000007,15.294117647058814,45.13274336283185,22.15686274509804,14.903690818049064,https://uploads2.wikiart.org/images/david-wilkie/distraining-for-rent-1815(1).jpg,#40251e,70384,#0d0d0d,61381.0,#6f451b,32127.0,#573218,9832.0,#876029,4172.0
57727de7edc2cb3880e91ffc,1804,1805,David Wilkie,Pitlessie Fair,Post Renaissance Art,Romanticism,Europe,1.57,1.0,18.000000000000004,41.66666666666667,18.823529411764707,11.46298390472568,https://uploads2.wikiart.org/images/david-wilkie/pitlessie-fair-1804.jpg,#8c8d6b,52732,#1a1613,29547.0,#342218,25800.0,#4f3622,18388.0,#645939,10567.0
57727de8edc2cb3880e92022,1811,1810,David Wilkie,"Sir Robert Liston,  Diplomat",Post Renaissance Art,Romanticism,Europe,0.6,0.7000000000000001,44.716981132075475,54.08163265306122,61.568627450980394,28.908000622665,https://uploads5.wikiart.org/images/david-wilkie/sir-robert-liston-diplomat-1811.jpg,#252525,110309,#422c2e,8514.0,#7a6a51,2392.0,#b38150,2296.0,#8d623f,1409.0
57727de7edc2cb3880e91f56,1813,1815,David Wilkie,The letter of introduction,Post Renaissance Art,Romanticism,Europe,2.0,0.7999999999999999,45.185185185185176,56.643356643356626,71.96078431372548,22.12894032709203,https://uploads8.wikiart.org/images/david-wilkie/the-letter-of-introduction-1813(1).jpg,#7a624a,25142,#4e322e,22715.0,#0e1621,22599.0,#302b2f,20743.0,#a38c63,10777.0
57727de7edc2cb3880e91f66,1818,1820,David Wilkie,The Penny Wedding,Post Renaissance Art,Romanticism,Europe,2.2,1.1,26.36363636363636,76.74418604651162,16.862745098039216,18.063014698549075,https://uploads3.wikiart.org/images/david-wilkie/the-penny-wedding(1).jpg,#0c0807,151909,#28160c,89321.0,#452b14,64020.0,#63431a,43759.0,#795114,25757.0
57727de7edc2cb3880e9200f,1817,1815,David Wilkie,Sheepwashing,Post Renaissance Art,Romanticism,Europe,1.9,0.8000000000000002,47.5,63.157894736842096,7.450980392156862,6.6221220163932335,https://uploads0.wikiart.org/images/david-wilkie/sheepwashing-1817.jpg,#040404,43652,#9e9a51,23342.0,#1e1808,22211.0,#fdfda7,18392.0,#2d280a,17219.0
57728297edc2cb3880f81f5b,1909,1910,Lyonel Feininger,"In a Village Near Paris (Street in Paris, Pink Sky)",Modern Art,Expressionism,Americas,1.24,0.596,0.0,0.0,93.72549019607844,0.0,https://uploads4.wikiart.org/images/lyonel-feininger/in-a-village-near-paris-street-in-paris-pink-sky-1909.jpg,#6396c5,27523,#f2d3e3,16841.0,#cecfe1,10515.0,#3a70b8,10304.0,#344f9c,6947.0
577281a6edc2cb3880f510b1,1915,1915,Lyonel Feininger,Jesuiten III (Jesuits III),Modern Art,Cubism,Americas,1.0,0.2,33.52941176470588,52.57731958762887,38.03921568627453,27.405701961453204,https://uploads7.wikiart.org/images/lyonel-feininger/jesuiten-iii-jesuits-iii-1915.jpg,#121212,27442,#587f62,22741.0,#a87c33,16178.0,#2a1713,15480.0,#40192b,12588.0
577281a6edc2cb3880f51151,1916,1915,Lyonel Feininger,The Green Bridge II,Modern Art,Cubism,Americas,1.0,0.7000000000000001,26.399999999999995,19.685039370078734,24.901960784313733,6.841052550594827,https://uploads2.wikiart.org/images/lyonel-feininger/the-green-bridge-ii-1916.jpg,#8fa574,43688,#4a502c,39291.0,#523a3a,25872.0,#20403b,16078.0,#313524,10329.0
577281a5edc2cb3880f5101f,1911,1910,Lyonel Feininger,Carnival in Arcueil,Modern Art,Expressionism,Americas,0.83,1.001,49.77272727272727,90.72164948453607,38.03921568627451,49.13135455083647,https://uploads2.wikiart.org/images/lyonel-feininger/carnival-in-arcueil-1911.jpg,#686c5d,33149,#ad9e43,31809.0,#1b1a16,19116.0,#4d463e,12226.0,#bea531,11986.0
577281a6edc2cb3880f51161,1923,1925,Lyonel Feininger,The High Shore,Modern Art,Cubism,Americas,1.3,0.9999999999999998,312.0,8.771929824561402,11.176470588235292,1.5660459763365826,https://uploads6.wikiart.org/images/lyonel-feininger/the-high-shore-1923.jpg,#b0bdab,66749,#0b0a10,45758.0,#2a2428,21158.0,#a58e6e,17712.0,#40332a,17488.0
577281a6edc2cb3880f510c1,1922,1920,Lyonel Feininger,Lady in Mauve,Modern Art,Cubism,Americas,1.4,0.7,344.05063291139237,47.87878787878788,32.35294117647059,24.34116882978301,https://uploads5.wikiart.org/images/lyonel-feininger/lady-in-mauve-1922.jpg,#b3bec2,15434,#040404,14816.0,#272e26,12690.0,#bb5875,4089.0,#a6ad9d,3014.0
577281a6edc2cb3880f51191,1907,1905,Lyonel Feininger,The White Man,Modern Art,Expressionism,Americas,0.9,-0.7000000000000002,24.782608695652183,24.468085106382972,36.86274509803922,12.675665662993795,https://uploads5.wikiart.org/images/lyonel-feininger/the-white-man-1907.jpg,#537189,34961,#9aaf64,16605.0,#6f8672,11956.0,#58494c,8028.0,#a99d77,7357.0
5772797dedc2cb3880db5504,1863,1865,Nikolai Ge,Last Supper,Post Renaissance Art,Realism,Europe,0.9,-0.5999999999999999,43.448275862068975,35.802469135802475,15.882352941176471,7.8746428490440135,https://uploads1.wikiart.org/images/nikolai-ge/last-supper.jpg,#1b2719,278417,#362a1a,27806.0,#ca5c21,12055.0,#4f301b,12032.0,#a45222,8109.0
5772797dedc2cb3880db565a,1871,1870,Nikolai Ge,Peter the Great Interrogating the Tsarevich Alexei Petrovich at Peterhof,Post Renaissance Art,Realism,Europe,1.7,-0.8999999999999999,21.290322580645174,18.562874251497007,32.745098039215684,8.7,https://uploads8.wikiart.org/images/nikolai-ge/peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof.jpg,#001214,80688,#222721,55656.0,#413827,24374.0,#5d554a,10106.0,#91826d,8799.0
57726e48edc2cb3880b69b14,1857,1855,Charles-Francois Daubigny,Spring,Post Renaissance Art,Realism,Europe,2.2,1.7000000000000002,54.99999999999999,16.363636363636363,43.137254901960794,10.389056742553676,https://uploads7.wikiart.org/images/charles-francois-daubigny/spring-1857.jpg,#b8b9ab,89925,#161b14,81573.0,#2c3323,45470.0,#444e35,35627.0,#959386,15147.0
57726e47edc2cb3880b699f7,1868,1870,Charles-Francois Daubigny,French Coastal Scene,Post Renaissance Art,Realism,Europe,1.7,0.9000000000000001,15.00000000000002,26.08695652173913,63.92156862745098,14.058449416631975,https://uploads3.wikiart.org/images/charles-francois-daubigny/french-coastal-scene-1868.jpg,#ac8b82,98407,#937074,25192.0,#16050b,23571.0,#a57662,22711.0,#382e22,21645.0
57726e49edc2cb3880b69d4f,1865,1865,Charles-Francois Daubigny,The Park at St. Cloud,Post Renaissance Art,Realism,Europe,2.1,1.0,40.8139534883721,81.13207547169809,58.43137254901961,46.38396813555303,https://uploads3.wikiart.org/images/charles-francois-daubigny/the-park-at-st-cloud-1865.jpg,#0a100c,67952,#2c2918,44984.0,#fbefc5,28370.0,#4a3a20,19228.0,#efe09d,10657.0
57726e47edc2cb3880b69a6d,1858,1860,Charles-Francois Daubigny,Morning,Post Renaissance Art,Realism,Europe,1.7,1.1,28.08510638297871,54.02298850574708,82.94117647058823,12.78172523566361,https://uploads8.wikiart.org/images/charles-francois-daubigny/morning-1858.jpg,#dbd1c7,373615,#bfadab,116007.0,#e3c3aa,41402.0,#9c8d88,39050.0,#876d56,35624.0
57728255edc2cb3880f7644a,1969,1970,Robert Smithson,Mirror and Crushed Shells,Contemporary Art,Minimalism,Americas,0.17,-0.249,37.358490566037716,24.882629107981227,41.76470588235294,14.22708684165525,https://uploads7.wikiart.org/images/robert-smithson/mirror-and-crushed-shells-1969.jpg,#2a2e20,48389,#f0f4f3,43983.0,#cec3bf,18895.0,#c1a889,12325.0,#4e4936,5885.0
5772843bedc2cb3880fd334d,1969,1970,Richard Serra,One Ton Prop (House of Cards),Contemporary Art,Minimalism,Americas,-1.7,-0.4,45.00000000000003,4.878048780487799,51.764705882352935,3.276049450176233,https://uploads7.wikiart.org/images/richard-serra/one-ton-prop-house-of-cards-1969.jpg,#696258,80167,#e7d4c6,31930.0,#d79a3f,26347.0,#504736,17646.0,#b38b5a,12173.0
5772843bedc2cb3880fd337d,1967,1965,Richard Serra,To Lift,Contemporary Art,Minimalism,Americas,-0.31,-0.30800000000000005,37.5,17.391304347826086,9.019607843137257,2.147673159491453,https://uploads5.wikiart.org/images/richard-serra/to-lift-1967.jpg,#c9b293,100426,#e1dcd6,33215.0,#484443,32166.0,#757575,8314.0,#1a1712,5833.0
577285b4edc2cb388001c741,1970,1970,Patrick Procktor,"Back Bay in Bombay from the &#39;India, Mother&#39; suite of 7 aquatints",Modern Art,Pop Art,Europe,2.18,1.364,221.5384615384616,9.923664122137412,74.31372549019608,3.5114099732158874,https://uploads8.wikiart.org/images/patrick-procktor/back-bay-in-bombay-from-the-india-mother-suite-of-7-aquatints-1970.jpg,#b4b9bc,80587,#8c9cb6,36193.0,#5e739e,15892.0,#3e5696,4662.0,#233b85,2217.0
577285b4edc2cb388001c751,1971,1970,Patrick Procktor,Back of the Zoo,Modern Art,Pop Art,Europe,0.8,0.9999999999999998,81.55339805825244,41.03585657370519,50.78431372549018,27.673678830253127,https://uploads7.wikiart.org/images/patrick-procktor/back-of-the-zoo-1971.jpg,#76a94a,142343,#faf5ef,59202.0,#9dbb63,34752.0,#c2d293,10146.0,#f3eece,6308.0
577285b4edc2cb388001c70f,1960,1960,Patrick Procktor,A Group of Polish Pilots,Modern Art,Pop Art,Europe,1.64,1.6369999999999998,8.275862068965521,20.86330935251798,27.25490196078432,8.986239480450097,https://uploads7.wikiart.org/images/patrick-procktor/a-group-of-polish-pilots-1960.jpg,#b1aebf,156699,#32394b,11566.0,#8c8fa2,11527.0,#757d7f,11375.0,#51565a,7549.0
5772898cedc2cb38800df3fd,1778,1780,George Romney,Admiral John Forbes (1714–1796),Post Renaissance Art,Rococo,Europe,1.8,0.8,51.00000000000003,22.72727272727273,65.49019607843137,11.244998888394788,https://uploads0.wikiart.org/images/george-romney/admiral-john-forbes-1714-1796-1778.jpg,#1e1e1e,59641,#383836,23806.0,#535444,13096.0,#737351,7554.0,#a6a47b,7022.0
5772898cedc2cb38800df420,1783,1785,George Romney,Admiral Sir Francis Geary (1709–1796),Post Renaissance Art,Rococo,Europe,1.73,1.209,240.0,3.7037037037037033,10.588235294117649,0.6,https://uploads6.wikiart.org/images/george-romney/admiral-sir-francis-geary-1709-1796-1783.jpg,#a59c7d,20593,#191919,19858.0,#3e3224,14673.0,#5e5b3c,12930.0,#523304,5409.0
5772898cedc2cb38800df410,1780,1780,George Romney,Admiral Sir Charles Hardy (c.1716–1780),Post Renaissance Art,Rococo,Europe,1.92,1.335,29.99999999999999,35.526315789473685,70.19607843137254,14.602482665629154,https://uploads8.wikiart.org/images/george-romney/admiral-sir-charles-hardy-c-1716-1780-1780.jpg,#070707,40991,#2b2c27,25216.0,#9b8b74,11311.0,#412a22,6040.0,#464741,5340.0
5772898bedc2cb38800df381,1785,1785,George Romney,A Lady in a Brown Dress. &#39;The Parson&#39;s Daughter&#39;,Post Renaissance Art,Rococo,Europe,1.6,2.1,33.0,49.5049504950495,39.607843137254896,26.885172493402386,https://uploads7.wikiart.org/images/george-romney/a-lady-in-a-brown-dress-the-parson-s-daughter-1785.jpg,#303030,91324,#ae7f3b,32262.0,#bda684,25631.0,#7a5a34,21815.0,#4d3c32,18918.0
5772898cedc2cb38800df463,1772,1770,George Romney,Ann Verelst (1751–1823),Post Renaissance Art,Rococo,Europe,1.7,0.8999999999999998,80.0000000000001,11.999999999999995,85.29411764705883,2.4233241632105265,https://uploads1.wikiart.org/images/george-romney/ann-verelst-1751-1823-1772.jpg,#020202,57481,#20252b,7325.0,#30261d,5059.0,#f6f3fa,4641.0,#abc0d5,3756.0
5772898dedc2cb38800df5ec,1778,1780,George Romney,"Charlotte Bettesworth (c.1755–1841), Mrs John Sargent",Post Renaissance Art,Rococo,Europe,1.8,1.4,73.63636363636365,42.30769230769232,89.80392156862743,6.0392466417592185,https://uploads3.wikiart.org/images/george-romney/charlotte-bettesworth-c-1755-1841-mrs-john-sargent-1778.jpg,#d6dfca,22658,#38280f,18716.0,#a3916b,14648.0,#160901,11811.0,#898e78,6022.0
5772849eedc2cb3880fe72ab,1968,1970,Ron Gorchov,Untitled,Modern Art,Color Field Painting,Americas,0.0,0.273,206.44736842105263,67.85714285714289,43.92156862745098,41.585724714137186,https://uploads4.wikiart.org/images/ron-gorchov/untitled-1968.jpg,#2277ba,174773,#12211c,2407.0,#e8272a,828.0,#002235,540.0,#eb9f0e,521.0
5772849eedc2cb3880fe722b,1976,1975,Ron Gorchov,Lure II,Modern Art,Color Field Painting,Americas,0.0,0.364,14.4,52.08333333333333,37.647058823529406,29.424479604574145,https://uploads3.wikiart.org/images/ron-gorchov/lure-ii-1976.jpg,#974b33,133097,#ffffff,130425.0,#a36357,17424.0,#6da25c,9911.0,#e3e4d6,3260.0
5772849eedc2cb3880fe723b,1974,1975,Ron Gorchov,Old Flame,Modern Art,Color Field Painting,Americas,0.2,0.3999999999999999,354.54545454545456,93.7219730941704,43.72549019607843,67.74372664682686,https://uploads5.wikiart.org/images/ron-gorchov/old-flame-1974.jpg,#cb0b1a,103279,#ebebeb,53152.0,#c2bbb5,9838.0,#af1619,3261.0,#ddb1a8,2870.0
5772849dedc2cb3880fe71eb,1972,1970,Ron Gorchov,Entrance,Modern Art,Color Field Painting,Americas,0.6,0.4,213.62637362637363,50.27624309392265,35.49019607843137,24.447699278255204,https://uploads4.wikiart.org/images/ron-gorchov/entrance-1972.jpg,#274f82,18005,#ffffff,16325.0,#ba8d32,14460.0,#b6b191,13305.0,#e1aa36,6890.0
5772849dedc2cb3880fe71fb,1967,1965,Ron Gorchov,Foley,Modern Art,Color Field Painting,Americas,-1.08,0.08300000000000002,41.797752808988754,70.63492063492063,49.411764705882355,48.10956245903718,https://uploads1.wikiart.org/images/ron-gorchov/foley-1967.jpg,#d29a29,112540,#ffffff,41120.0,#a8c8dd,16990.0,#943032,6668.0,#b7983e,2558.0
577282b3edc2cb3880f89e19,1976,1975,Louis Cane,Toile d&#233;coup&#233;e,Modern Art,Color Field Painting,Europe,0.3,0.2,308.0,31.46853146853147,28.03921568627451,14.378890777803411,https://uploads0.wikiart.org/images/louis-cane/toile-d-coup-e-1976.jpg,#5e3158,102997,#814a71,24174.0,#ffffff,10527.0,#72576a,2305.0,#978998,840.0
577282b2edc2cb3880f89d67,1976,1975,Louis Cane,Les Grilles,Modern Art,Color Field Painting,Europe,-0.5,0.1650000000000001,333.48837209302326,26.06060606060605,32.35294117647059,12.921783932569065,https://uploads6.wikiart.org/images/louis-cane/les-grilles-1976.jpg,#e88b52,47187,#57456d,39691.0,#743d42,18807.0,#472921,10643.0,#954347,6721.0
577282b3edc2cb3880f89dd9,1970,1970,Louis Cane,Toile d&#233;coup&#233;e,Modern Art,Color Field Painting,Europe,0.23,0.462,0.0,0.0,100.0,0.0,https://uploads0.wikiart.org/images/louis-cane/toile-d-coup-e-1970.jpg,#ffffff,89131,#e48d86,22627.0,#fdd633,20947.0,#22312a,19787.0,#0380ac,13018.0
577282b2edc2cb3880f89d89,1967,1965,Louis Cane,Papier d&#233;coup&#233; et coll&#233;,Modern Art,Color Field Painting,Europe,0.2,-0.09999999999999998,44.92462311557788,98.02955665024628,60.19607843137255,54.31242951664011,https://uploads7.wikiart.org/images/louis-cane/papier-d-coup-et-coll-1967.jpg,#f4f2e5,45384,#6fa2bf,8921.0,#d37d80,6568.0,#fdcf46,6081.0,#d15869,3696.0
577282b3edc2cb3880f89e69,1967,1965,Louis Cane,Toile tamponn&#233;e,Modern Art,Color Field Painting,Europe,0.8,0.6,201.6,43.47826086956522,54.90196078431373,28.014282071829005,https://uploads3.wikiart.org/images/louis-cane/toile-tamponn-e-1967-3.jpg,#75b4dd,58195,#4698ca,18135.0,#ffffff,14331.0,#9ed0e9,8981.0,#4984a4,3828.0
577284a7edc2cb3880fe813a,1912,1910,Francis Picabia,Dances at the Spring,Modern Art,Cubism,Europe,0.58,0.8319999999999999,28.474576271186447,30.890052356020952,62.54901960784314,16.02474648785434,https://uploads2.wikiart.org/images/francis-picabia/dances-at-the-spring-1912.jpg,#2c2421,58094,#984b2d,47309.0,#c97e57,36379.0,#e4b392,25714.0,#d25f30,20109.0
577276b9edc2cb3880d27bba,1929,1930,Francis Picabia,Villica&#160;safe,Modern Art,Surrealism,Europe,1.8,0.09999999999999998,60.36144578313253,94.3181818181818,65.49019607843137,49.65090633613853,https://uploads7.wikiart.org/images/francis-picabia/villica-safe.jpg,#706756,19125,#9b883c,14939.0,#b5a035,12884.0,#d7c32c,12149.0,#19181e,8632.0
577276b0edc2cb3880d27165,1931,1930,Francis Picabia,Adam and Eve,Modern Art,Surrealism,Europe,0.8,-0.30000000000000004,41.25,65.3061224489796,61.568627450980394,34.550832117331126,https://uploads7.wikiart.org/images/francis-picabia/adam-and-eve.jpg,#281f22,175475,#46373c,70888.0,#d3a33d,65525.0,#a25a34,56403.0,#bc803a,41056.0
577276b1edc2cb3880d27178,1930,1930,Francis Picabia,Aello,Modern Art,Surrealism,Europe,1.4,1.6999999999999995,16.285714285714292,57.8512396694215,52.54901960784314,40.61095911204264,https://uploads0.wikiart.org/images/francis-picabia/aello.jpg,#d0663e,94789,#d04c33,41694.0,#d9722f,38204.0,#af4134,31023.0,#da9337,26914.0
577276b2edc2cb3880d273d8,1917,1915,Francis Picabia,Machine Turn Quickly,Modern Art,Abstract Art,Europe,0.1,0.0,340.0,81.81818181818183,2.156862745098039,2.7372431386341987,https://uploads6.wikiart.org/images/francis-picabia/machine-turn-quickly.jpg,#100b08,52828,#252620,11530.0,#afb9c2,11446.0,#5476b5,8198.0,#8d93a9,7094.0
57727ca4edc2cb3880e54008,1435,1435,Domenico Veneziano,Madonna and Child,Renaissance Art,Early Renaissance,Europe,0.58,1.0849999999999995,21.333333333333336,23.809523809523807,37.058823529411775,12.625866306911378,https://uploads6.wikiart.org/images/domenico-veneziano/madonna-and-child.jpg,#2f3543,21248,#57504a,20450.0,#0f0f0d,15558.0,#b0b1a3,12392.0,#716e67,10733.0
57727ca4edc2cb3880e540aa,1445,1445,Domenico Veneziano,The Stigmatization of St. Francis,Renaissance Art,Early Renaissance,Europe,1.2,-0.19999999999999984,20.224719101123593,42.583732057416256,59.01960784313725,25.137869838154543,https://uploads3.wikiart.org/images/domenico-veneziano/the-stigmatization-of-st-francis.jpg,#605843,80821,#b19879,55116.0,#989292,42237.0,#d9c3b5,40173.0,#14130e,17035.0
57727ca4edc2cb3880e5409a,1448,1450,Domenico Veneziano,The Miracle of St. Zenobius,Renaissance Art,Early Renaissance,Europe,0.62,-0.4609999999999999,44.00000000000003,17.241379310344804,82.94117647058823,4.080441152620633,https://uploads2.wikiart.org/images/domenico-veneziano/the-miracle-of-st-zenobius-1448.jpg,#bebdbb,48662,#0c0c0a,24214.0,#a09895,15071.0,#683427,14492.0,#93806f,11493.0
57727ca4edc2cb3880e5406a,1445,1445,Domenico Veneziano,St. John in the Desert,Renaissance Art,Early Renaissance,Europe,1.9,1.6,0.0,6.557377049180322,47.843137254901954,5.366563145999495,https://uploads1.wikiart.org/images/domenico-veneziano/st-john-in-the-desert.jpg,#d0c4b8,54013,#b4a393,24380.0,#615040,21697.0,#0a0a08,17239.0,#83705f,15648.0
57727ca4edc2cb3880e5403a,1448,1450,Domenico Veneziano,Martyrdom of St. Lucy,Renaissance Art,Early Renaissance,Europe,0.49,-1.2379999999999998,40.0,43.71859296482411,39.01960784313726,23.42546691103509,https://uploads0.wikiart.org/images/domenico-veneziano/martyrdom-of-st-lucy.jpg,#dadcdb,92727,#768657,31328.0,#ae4f2f,26810.0,#f29957,20086.0,#f8b79b,17603.0
